geolocation_name,quarter_label,year,deflated_gdp_usd,us_cpi,landlocked,access_to_airport,access_to_port,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
16,1,2023,3993446887350.673,137.8618440412342,0,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2023-Q1.tif,viirs_16000_toyama_2023-Q1.tif,1339.508870726111
69,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2019-Q3.tif,viirs_41000_saga_2019-Q3.tif,1524.5381964961457
45,4,2020,4069008481605.98,119.4024762808857,1,0,0,1,110.0,2,0,1,0,3,sentinel_2_19000_yamanashi_2020-Q4.tif,viirs_19000_yamanashi_2020-Q4.tif,2004.3585570089567
56,4,2020,4069008481605.98,119.4024762808857,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2020-Q4.tif,viirs_12000_chiba_2020-Q4.tif,2198.112740862093
102,1,2023,3993446887350.673,137.8618440412342,0,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2023-Q1.tif,viirs_08000_ibaraki_2023-Q1.tif,1406.3992853374991
31,1,2020,4069008481605.98,118.4352913210933,1,0,0,1,22.5,2,1,2,1,3,sentinel_2_11000_saitama_2020-Q1.tif,viirs_11000_saitama_2020-Q1.tif,1927.5929675655284
58,3,2023,3993446887350.673,140.714328844415,0,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2023-Q3.tif,viirs_24000_mie_2023-Q3.tif,1612.67732714888
69,1,2021,4247588558872.2593,120.6838014481023,0,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2021-Q1.tif,viirs_41000_saga_2021-Q1.tif,2044.07486966033
45,2,2022,3880440088794.578,134.1731806810651,1,0,0,1,110.0,2,0,1,1,3,sentinel_2_19000_yamanashi_2022-Q2.tif,viirs_19000_yamanashi_2022-Q2.tif,1727.9494383831066
70,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2022-Q2.tif,viirs_40000_fukuoka_2022-Q2.tif,1618.7070646712918
81,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2019-Q3.tif,viirs_23000_aichi_2019-Q3.tif,1825.2109074628167
70,1,2022,3880440088794.578,130.2983261906564,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2022-Q1.tif,viirs_40000_fukuoka_2022-Q1.tif,1680.3601296268546
57,3,2022,3880440088794.578,135.9371046973515,1,0,0,1,370.0,2,1,2,1,3,sentinel_2_26000_kyoto_2022-Q3.tif,viirs_26000_kyoto_2022-Q3.tif,1930.1841795797825
27,4,2020,4069008481605.98,119.4024762808857,0,0,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2020-Q4.tif,viirs_18000_fukui_2020-Q4.tif,2215.3038293674567
56,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2021-Q2.tif,viirs_12000_chiba_2021-Q2.tif,1820.4800517491096
35,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2022-Q4.tif,viirs_32000_shimane_2022-Q4.tif,1645.577918016277
31,3,2021,4247588558872.2593,125.4848727349994,1,0,0,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2021-Q3.tif,viirs_11000_saitama_2021-Q3.tif,1804.4382758400625
27,2,2020,4069008481605.98,117.7956988014519,0,0,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2020-Q2.tif,viirs_18000_fukui_2020-Q2.tif,1786.2850225781672
40,3,2024,3928801383782.808,144.403145070865,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2024-Q3.tif,viirs_13000_tokyo_2024-Q3.tif,2692.795334319999
60,1,2024,3928801383782.808,142.3299725681459,1,0,0,1,340.0,2,1,2,1,3,sentinel_2_25000_shiga_2024-Q1.tif,viirs_25000_shiga_2024-Q1.tif,2280.482138425658
60,4,2020,4069008481605.98,119.4024762808857,1,0,0,1,340.0,2,1,1,1,3,sentinel_2_25000_shiga_2020-Q4.tif,viirs_25000_shiga_2020-Q4.tif,2138.145391212857
27,2,2023,3993446887350.673,139.5056151606663,0,0,1,1,320.0,2,1,2,1,3,sentinel_2_18000_fukui_2023-Q2.tif,viirs_18000_fukui_2023-Q2.tif,1643.871980898154
58,4,2019,4070264756531.522,117.9406160358257,0,0,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2019-Q4.tif,viirs_24000_mie_2019-Q4.tif,1866.541399479532
38,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,540.0,2,1,1,0,3,sentinel_2_33000_okayama_2022-Q2.tif,viirs_33000_okayama_2022-Q2.tif,1476.5366973769476
35,1,2022,3880440088794.578,130.2983261906564,0,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2022-Q1.tif,viirs_32000_shimane_2022-Q1.tif,1985.3146178404468
59,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,770.0,2,0,2,0,3,sentinel_2_44000_oita_2024-Q2.tif,viirs_44000_oita_2024-Q2.tif,1673.5785263625369
58,1,2024,3928801383782.808,142.3299725681459,0,0,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2024-Q1.tif,viirs_24000_mie_2024-Q1.tif,1581.196790147702
7,3,2024,3928801383782.808,144.403145070865,0,1,1,1,150.0,3,1,3,1,3,sentinel_2_22000_shizuoka_2024-Q3.tif,viirs_22000_shizuoka_2024-Q3.tif,1847.8121499034496
102,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2022-Q3.tif,viirs_08000_ibaraki_2022-Q3.tif,1434.7083528040112
102,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2019-Q3.tif,viirs_08000_ibaraki_2019-Q3.tif,1665.570374708905
66,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,800.0,2,1,2,1,3,sentinel_2_35000_yamaguchi_2019-Q4.tif,viirs_35000_yamaguchi_2019-Q4.tif,1903.878088513839
17,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2022-Q2.tif,viirs_39000_kochi_2022-Q2.tif,1484.2942408396948
56,1,2021,4247588558872.2593,120.6838014481023,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2021-Q1.tif,viirs_12000_chiba_2021-Q1.tif,1975.098590938227
70,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2019-Q4.tif,viirs_40000_fukuoka_2019-Q4.tif,1889.368557711168
16,4,2021,4247588558872.2593,127.389433729792,0,1,1,1,260.0,2,1,2,1,3,sentinel_2_16000_toyama_2021-Q4.tif,viirs_16000_toyama_2021-Q4.tif,1575.0172643293322
26,3,2020,4069008481605.98,119.1285399053605,1,0,0,1,100.0,3,0,2,1,3,sentinel_2_10000_gunma_2020-Q3.tif,viirs_10000_gunma_2020-Q3.tif,1862.1685271999493
60,2,2021,4247588558872.2593,123.5075473904579,1,0,0,1,340.0,2,1,2,1,3,sentinel_2_25000_shiga_2021-Q2.tif,viirs_25000_shiga_2021-Q2.tif,1735.7818346726388
61,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,680.0,2,0,2,1,3,sentinel_2_34000_hiroshima_2022-Q4.tif,viirs_34000_hiroshima_2022-Q4.tif,1548.4506060276178
7,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2022-Q3.tif,viirs_22000_shizuoka_2022-Q3.tif,1397.4026448291752
88,3,2024,3928801383782.808,144.403145070865,0,1,1,1,30.0,3,1,2,1,3,sentinel_2_14000_kanagawa_2024-Q3.tif,viirs_14000_kanagawa_2024-Q3.tif,2228.286244681789
106,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,830.0,3,1,1,0,6,sentinel_2_01000_hokkaido_2022-Q4.tif,viirs_01000_hokkaido_2022-Q4.tif,1550.3106318736277
55,2,2021,4247588558872.2593,123.5075473904579,0,0,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2021-Q2.tif,viirs_30000_wakayama_2021-Q2.tif,1841.075998783925
72,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2021-Q3.tif,viirs_37000_kagawa_2021-Q3.tif,1884.6945917427377
70,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2020-Q1.tif,viirs_40000_fukuoka_2020-Q1.tif,1823.2130614157293
77,2,2021,4247588558872.2593,123.5075473904579,1,1,0,1,180.0,2,0,1,0,5,sentinel_2_20000_nagano_2021-Q2.tif,viirs_20000_nagano_2021-Q2.tif,1929.06608711857
73,4,2020,4069008481605.98,119.4024762808857,1,0,0,1,100.0,2,1,2,1,3,sentinel_2_09000_tochigi_2020-Q4.tif,viirs_09000_tochigi_2020-Q4.tif,2296.263728267701
72,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2023-Q2.tif,viirs_37000_kagawa_2023-Q2.tif,2019.69295313534
35,4,2021,4247588558872.2593,127.389433729792,0,1,1,1,650.0,2,1,2,0,3,sentinel_2_32000_shimane_2021-Q4.tif,viirs_32000_shimane_2021-Q4.tif,1665.857884293459
37,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,575.0,2,0,1,1,5,sentinel_2_02000_aomori_2023-Q4.tif,viirs_02000_aomori_2023-Q4.tif,1845.6216790323208
56,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2021-Q3.tif,viirs_12000_chiba_2021-Q3.tif,1877.921045155936
68,1,2024,3928801383782.808,142.3299725681459,0,1,1,0,1550.0,2,1,3,1,3,sentinel_2_47000_okinawa_2024-Q1.tif,viirs_47000_okinawa_2024-Q1.tif,1921.814160706133
2,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,450.0,2,1,1,0,5,sentinel_2_05000_akita_2020-Q2.tif,viirs_05000_akita_2020-Q2.tif,1563.2593049476393
98,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,670.0,2,1,2,1,3,sentinel_2_38000_ehime_2023-Q2.tif,viirs_38000_ehime_2023-Q2.tif,1567.3521970976485
35,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2022-Q2.tif,viirs_32000_shimane_2022-Q2.tif,1580.045362211927
15,1,2023,3993446887350.673,137.8618440412342,0,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2023-Q1.tif,viirs_42000_nagasaki_2023-Q1.tif,1644.001319881277
2,4,2021,4247588558872.2593,127.389433729792,0,1,1,1,450.0,2,1,1,0,5,sentinel_2_05000_akita_2021-Q4.tif,viirs_05000_akita_2021-Q4.tif,1588.0446331630558
55,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2023-Q4.tif,viirs_30000_wakayama_2023-Q4.tif,1447.7852897274934
8,2,2023,3993446887350.673,139.5056151606663,1,0,0,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2023-Q2.tif,viirs_21000_gifu_2023-Q2.tif,1535.574823242409
10,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,900.0,3,1,2,0,3,sentinel_2_43000_kumamoto_2019-Q2.tif,viirs_43000_kumamoto_2019-Q2.tif,1872.0457024676448
38,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,540.0,2,1,1,1,3,sentinel_2_33000_okayama_2023-Q2.tif,viirs_33000_okayama_2023-Q2.tif,1831.5930620746008
57,4,2023,3993446887350.673,140.8613862067226,1,0,0,1,370.0,2,0,2,1,3,sentinel_2_26000_kyoto_2023-Q4.tif,viirs_26000_kyoto_2023-Q4.tif,2010.6994133751864
110,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2019-Q1.tif,viirs_04000_miyagi_2019-Q1.tif,1653.7514701204425
38,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,540.0,2,1,1,0,3,sentinel_2_33000_okayama_2022-Q3.tif,viirs_33000_okayama_2022-Q3.tif,1503.6031643912854
8,2,2019,4070264756531.522,117.3681318135368,1,0,0,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q2.tif,viirs_21000_gifu_2019-Q2.tif,1650.0139784315486
12,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2022-Q3.tif,viirs_46000_kagoshima_2022-Q3.tif,1373.4090993735244
7,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2019-Q3.tif,viirs_22000_shizuoka_2019-Q3.tif,1855.871898521591
15,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2024-Q2.tif,viirs_42000_nagasaki_2024-Q2.tif,1607.2988924878298
15,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2022-Q4.tif,viirs_42000_nagasaki_2022-Q4.tif,1621.2900500743362
40,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2024-Q4.tif,viirs_13000_tokyo_2024-Q4.tif,2522.261797416693
21,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,500.0,3,1,2,1,3,sentinel_2_36000_tokushima_2024-Q2.tif,viirs_36000_tokushima_2024-Q2.tif,1609.518480911705
6,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,270.0,2,1,2,1,3,sentinel_2_17000_ishikawa_2024-Q2.tif,viirs_17000_ishikawa_2024-Q2.tif,1568.498521149739
40,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2024-Q2.tif,viirs_13000_tokyo_2024-Q2.tif,2338.892416587923
26,3,2021,4247588558872.2593,125.4848727349994,1,0,0,1,100.0,3,0,1,1,3,sentinel_2_10000_gunma_2021-Q3.tif,viirs_10000_gunma_2021-Q3.tif,1388.4484796203164
12,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2019-Q4.tif,viirs_46000_kagoshima_2019-Q4.tif,1620.6488296824875
21,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,500.0,3,1,3,1,3,sentinel_2_36000_tokushima_2023-Q4.tif,viirs_36000_tokushima_2023-Q4.tif,1968.8260888952552
111,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,250.0,3,1,3,1,3,sentinel_2_07000_fukushima_2020-Q1.tif,viirs_07000_fukushima_2020-Q1.tif,2065.1952015340967
72,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2019-Q2.tif,viirs_37000_kagawa_2019-Q2.tif,1571.98529943262
21,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,500.0,3,1,3,1,3,sentinel_2_36000_tokushima_2021-Q2.tif,viirs_36000_tokushima_2021-Q2.tif,1932.121960759247
58,4,2024,3928801383782.808,144.7279859179582,0,0,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2024-Q4.tif,viirs_24000_mie_2024-Q4.tif,1614.8717457463306
58,2,2020,4069008481605.98,117.7956988014519,0,0,1,1,320.0,3,1,2,1,3,sentinel_2_24000_mie_2020-Q2.tif,viirs_24000_mie_2020-Q2.tif,1710.333518681229
66,1,2021,4247588558872.2593,120.6838014481023,0,1,1,1,800.0,2,0,2,0,3,sentinel_2_35000_yamaguchi_2021-Q1.tif,viirs_35000_yamaguchi_2021-Q1.tif,1877.4162207639004
44,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,430.0,3,1,2,1,3,sentinel_2_28000_hyogo_2019-Q3.tif,viirs_28000_hyogo_2019-Q3.tif,1981.6513291528613
15,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2022-Q2.tif,viirs_42000_nagasaki_2022-Q2.tif,1643.512568284078
56,3,2024,3928801383782.808,144.403145070865,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2024-Q3.tif,viirs_12000_chiba_2024-Q3.tif,1724.9051953250785
35,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2024-Q4.tif,viirs_32000_shimane_2024-Q4.tif,1689.628537717896
115,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,400.0,3,1,3,1,3,sentinel_2_27000_osaka_2020-Q1.tif,viirs_27000_osaka_2020-Q1.tif,1901.4944029331768
60,3,2024,3928801383782.808,144.403145070865,1,0,0,1,340.0,2,1,2,1,3,sentinel_2_25000_shiga_2024-Q3.tif,viirs_25000_shiga_2024-Q3.tif,2780.406815485671
68,3,2020,4069008481605.98,119.1285399053605,0,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2020-Q3.tif,viirs_47000_okinawa_2020-Q3.tif,2626.599359717308
66,3,2024,3928801383782.808,144.403145070865,0,1,1,1,800.0,2,0,2,1,3,sentinel_2_35000_yamaguchi_2024-Q3.tif,viirs_35000_yamaguchi_2024-Q3.tif,1772.8627579266558
70,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2020-Q2.tif,viirs_40000_fukuoka_2020-Q2.tif,1975.2535936298043
57,2,2021,4247588558872.2593,123.5075473904579,1,1,0,1,370.0,2,0,2,0,3,sentinel_2_26000_kyoto_2021-Q2.tif,viirs_26000_kyoto_2021-Q2.tif,2324.648661952492
8,2,2022,3880440088794.578,134.1731806810651,1,0,0,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2022-Q2.tif,viirs_21000_gifu_2022-Q2.tif,1670.5142119518555
56,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2022-Q2.tif,viirs_12000_chiba_2022-Q2.tif,1524.2346348437252
53,3,2024,3928801383782.808,144.403145070865,0,1,1,1,250.0,2,1,1,1,3,sentinel_2_15000_niigata_2024-Q3.tif,viirs_15000_niigata_2024-Q3.tif,1825.9879505880808
26,1,2024,3928801383782.808,142.3299725681459,1,0,0,1,100.0,3,1,1,1,3,sentinel_2_10000_gunma_2024-Q1.tif,viirs_10000_gunma_2024-Q1.tif,1683.851250391868
81,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2024-Q4.tif,viirs_23000_aichi_2024-Q4.tif,1646.6859336795233
73,1,2023,3993446887350.673,137.8618440412342,1,0,0,1,100.0,2,1,2,1,3,sentinel_2_09000_tochigi_2023-Q1.tif,viirs_09000_tochigi_2023-Q1.tif,1582.6230539929882
14,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2021-Q3.tif,viirs_03000_iwate_2021-Q3.tif,1589.042048350088
115,4,2020,4069008481605.98,119.4024762808857,0,1,1,1,400.0,3,1,3,1,3,sentinel_2_27000_osaka_2020-Q4.tif,viirs_27000_osaka_2020-Q4.tif,2305.498627732836
16,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,260.0,2,1,2,1,3,sentinel_2_16000_toyama_2019-Q4.tif,viirs_16000_toyama_2019-Q4.tif,1521.5093330516204
7,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2019-Q2.tif,viirs_22000_shizuoka_2019-Q2.tif,1891.7773498195115
55,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2020-Q2.tif,viirs_30000_wakayama_2020-Q2.tif,1772.6062088676592
12,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2021-Q3.tif,viirs_46000_kagoshima_2021-Q3.tif,1868.26197274065
2,3,2024,3928801383782.808,144.403145070865,0,1,1,1,450.0,2,1,1,0,5,sentinel_2_05000_akita_2024-Q3.tif,viirs_05000_akita_2024-Q3.tif,1766.5844795684764
7,3,2023,3993446887350.673,140.714328844415,0,1,1,1,150.0,3,1,3,1,3,sentinel_2_22000_shizuoka_2023-Q3.tif,viirs_22000_shizuoka_2023-Q3.tif,1785.9374819506206
7,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2021-Q2.tif,viirs_22000_shizuoka_2021-Q2.tif,1790.203579819217
110,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2021-Q2.tif,viirs_04000_miyagi_2021-Q2.tif,1664.2674058782686
35,1,2021,4247588558872.2593,120.6838014481023,0,1,1,1,650.0,2,1,2,0,3,sentinel_2_32000_shimane_2021-Q1.tif,viirs_32000_shimane_2021-Q1.tif,2388.353443463588
16,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2024-Q1.tif,viirs_16000_toyama_2024-Q1.tif,2652.2521805358733
59,3,2024,3928801383782.808,144.403145070865,0,1,1,1,770.0,2,0,2,0,3,sentinel_2_44000_oita_2024-Q3.tif,viirs_44000_oita_2024-Q3.tif,1994.2345549423444
110,1,2022,3880440088794.578,130.2983261906564,0,1,1,1,300.0,3,1,3,1,3,sentinel_2_04000_miyagi_2022-Q1.tif,viirs_04000_miyagi_2022-Q1.tif,1720.626797464408
15,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2024-Q4.tif,viirs_42000_nagasaki_2024-Q4.tif,1706.3073389601082
88,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,30.0,3,1,3,1,3,sentinel_2_14000_kanagawa_2023-Q2.tif,viirs_14000_kanagawa_2023-Q2.tif,1832.4648485718776
106,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,830.0,3,0,1,0,6,sentinel_2_01000_hokkaido_2020-Q3.tif,viirs_01000_hokkaido_2020-Q3.tif,2002.147907718492
38,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,540.0,2,1,1,1,3,sentinel_2_33000_okayama_2020-Q3.tif,viirs_33000_okayama_2020-Q3.tif,1974.048858058252
38,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,540.0,2,1,1,1,3,sentinel_2_33000_okayama_2023-Q4.tif,viirs_33000_okayama_2023-Q4.tif,1671.842442790345
15,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2019-Q4.tif,viirs_42000_nagasaki_2019-Q4.tif,1942.669630839344
45,4,2023,3993446887350.673,140.8613862067226,1,0,0,1,110.0,2,0,1,1,3,sentinel_2_19000_yamanashi_2023-Q4.tif,viirs_19000_yamanashi_2023-Q4.tif,2202.945532356979
8,3,2021,4247588558872.2593,125.4848727349994,1,0,0,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2021-Q3.tif,viirs_21000_gifu_2021-Q3.tif,1721.512044091481
56,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2024-Q4.tif,viirs_12000_chiba_2024-Q4.tif,1792.644246445123
98,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,670.0,2,1,2,1,3,sentinel_2_38000_ehime_2019-Q1.tif,viirs_38000_ehime_2019-Q1.tif,1463.884732951242
22,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,500.0,2,1,2,1,3,sentinel_2_31000_tottori_2022-Q2.tif,viirs_31000_tottori_2022-Q2.tif,1510.4020082668862
66,1,2023,3993446887350.673,137.8618440412342,0,1,1,1,800.0,2,0,2,0,3,sentinel_2_35000_yamaguchi_2023-Q1.tif,viirs_35000_yamaguchi_2023-Q1.tif,1661.0702427447288
66,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,800.0,2,1,2,1,3,sentinel_2_35000_yamaguchi_2022-Q2.tif,viirs_35000_yamaguchi_2022-Q2.tif,1637.2435502161625
17,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2019-Q4.tif,viirs_39000_kochi_2019-Q4.tif,1899.7600336172973
68,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,1550.0,2,1,3,1,3,sentinel_2_47000_okinawa_2021-Q3.tif,viirs_47000_okinawa_2021-Q3.tif,2050.7521193112207
88,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,30.0,3,1,3,1,3,sentinel_2_14000_kanagawa_2022-Q4.tif,viirs_14000_kanagawa_2022-Q4.tif,1700.4041839614777
45,3,2021,4247588558872.2593,125.4848727349994,1,0,0,1,110.0,2,0,1,0,3,sentinel_2_19000_yamanashi_2021-Q3.tif,viirs_19000_yamanashi_2021-Q3.tif,1650.9545844263089
10,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,900.0,3,1,3,1,3,sentinel_2_43000_kumamoto_2023-Q4.tif,viirs_43000_kumamoto_2023-Q4.tif,2074.48022383494
68,2,2019,4070264756531.522,117.3681318135368,0,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2019-Q2.tif,viirs_47000_okinawa_2019-Q2.tif,2387.287653310311
17,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2019-Q3.tif,viirs_39000_kochi_2019-Q3.tif,1919.2223977050264
102,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2021-Q2.tif,viirs_08000_ibaraki_2021-Q2.tif,1620.903916134608
110,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,300.0,3,1,3,1,3,sentinel_2_04000_miyagi_2022-Q3.tif,viirs_04000_miyagi_2022-Q3.tif,1586.8869031810875
77,2,2019,4070264756531.522,117.3681318135368,1,1,0,1,180.0,2,0,1,0,5,sentinel_2_20000_nagano_2019-Q2.tif,viirs_20000_nagano_2019-Q2.tif,1779.4061579671477
14,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,450.0,3,1,1,0,5,sentinel_2_03000_iwate_2020-Q3.tif,viirs_03000_iwate_2020-Q3.tif,2220.7410730980955
115,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,400.0,3,1,3,1,3,sentinel_2_27000_osaka_2023-Q4.tif,viirs_27000_osaka_2023-Q4.tif,1939.6398367430108
1,2,2020,4069008481605.98,117.7956988014519,1,0,0,1,370.0,2,1,1,1,3,sentinel_2_29000_nara_2020-Q2.tif,viirs_29000_nara_2020-Q2.tif,1790.8035275864152
26,2,2020,4069008481605.98,117.7956988014519,1,0,0,1,100.0,3,0,2,1,3,sentinel_2_10000_gunma_2020-Q2.tif,viirs_10000_gunma_2020-Q2.tif,1670.0558519768977
