data_id,geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,developed_country,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
C0TR5,Misamis Oriental,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,790.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_misamis_oriental_2021-Q1.tif,viirs_misamis_oriental_2021-Q1.tif,167.83012413902233
KPS0D,Capiz,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,400.0,Moderate,Yes,High,Very Low,Am,sentinel_2_capiz_2021-Q3.tif,viirs_capiz_2021-Q3.tif,185.00953060941137
Z3CC5,Cavite,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,No,Yes,Yes,No,33.0,Moderate,Yes,High,Very Low,Am,sentinel_2_cavite_2021-Q4.tif,viirs_cavite_2021-Q4.tif,207.9510763010701
FN07E,Zamboanga del Norte,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,690.0,Moderate,Yes,Low,Very Low,Am,sentinel_2_zamboanga_del_norte_2020-Q2.tif,viirs_zamboanga_del_norte_2020-Q2.tif,203.90959772094487
0Q7TW,Benguet,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,Yes,Lower-middle income,No,No,Yes,No,210.0,High,No,High,Very Low,Cwb,sentinel_2_benguet_2019-Q2.tif,viirs_benguet_2019-Q2.tif,237.7606405429994
6AV3S,Zamboanga del Sur,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,790.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_zamboanga_del_sur_2021-Q3.tif,viirs_zamboanga_del_sur_2021-Q3.tif,262.45747221948506
QUPXB,Benguet,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,Yes,Lower-middle income,No,No,Yes,No,210.0,High,No,High,Very Low,Cwb,sentinel_2_benguet_2020-Q4.tif,viirs_benguet_2020-Q4.tif,245.59259833233995
6GBXQ,Siquijor,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_siquijor_2020-Q4.tif,viirs_siquijor_2020-Q4.tif,237.58223757311765
TK4GC,Bataan,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,No,Yes,Yes,No,55.0,Moderate,Yes,High,Very Low,Am,sentinel_2_bataan_2019-Q2.tif,viirs_bataan_2019-Q2.tif,199.65342715224293
BTR23,Agusan del Norte,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,800.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_agusan_del_norte_2020-Q1.tif,viirs_agusan_del_norte_2020-Q1.tif,183.8432001425436
B68Q0,Surigao del Norte,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,750.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_norte_2020-Q4.tif,viirs_surigao_del_norte_2020-Q4.tif,174.46123140769708
0UY9F,Marinduque,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_marinduque_2019-Q3.tif,viirs_marinduque_2019-Q3.tif,165.79127866630432
OC1Y5,Cagayan,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,350.0,Moderate,Yes,High,Very Low,Am,sentinel_2_cagayan_2019-Q3.tif,viirs_cagayan_2019-Q3.tif,201.66200093713093
8P47D,Marinduque,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_marinduque_2019-Q4.tif,viirs_marinduque_2019-Q4.tif,225.9127004552182
5PEPL,Southern Leyte,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,No,Yes,Yes,No,640.0,Moderate,Yes,High,Very Low,Af,sentinel_2_southern_leyte_2021-Q3.tif,viirs_southern_leyte_2021-Q3.tif,216.9384719812884
AV676,Zamboanga del Norte,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,690.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_zamboanga_del_norte_2019-Q1.tif,viirs_zamboanga_del_norte_2019-Q1.tif,162.77085488811306
VRN8L,Biliran,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,No,Yes,Yes,No,570.0,Moderate,Yes,High,Very Low,Af,sentinel_2_biliran_2020-Q2.tif,viirs_biliran_2020-Q2.tif,183.62545663172716
V6CKM,Batangas,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,No,Yes,Yes,No,85.0,High,Yes,High,Very Low,Am,sentinel_2_batangas_2019-Q1.tif,viirs_batangas_2019-Q1.tif,198.47183032318208
E7PKW,Davao del Sur,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,Yes,Yes,Yes,No,970.0,High,Yes,Moderate,Very Low,Af,sentinel_2_davao_del_sur_2020-Q3.tif,viirs_davao_del_sur_2020-Q3.tif,523.2387063997826
5XJXN,Marinduque,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,No,High,Very Low,Am,sentinel_2_marinduque_2021-Q1.tif,viirs_marinduque_2021-Q1.tif,327.64209363436544
YEZG5,Bukidnon,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,Yes,Lower-middle income,No,No,Yes,No,820.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_bukidnon_2020-Q1.tif,viirs_bukidnon_2020-Q1.tif,132.91909800413598
0X7M2,Palawan,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,580.0,Low,No,Moderate,Very Low,Am,sentinel_2_palawan_2020-Q4.tif,viirs_palawan_2020-Q4.tif,259.570037425544
S0R77,La Union,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,260.0,Moderate,Yes,High,Very Low,Am,sentinel_2_la_union_2019-Q1.tif,viirs_la_union_2019-Q1.tif,162.14111201822217
O5URT,Davao del Norte,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,970.0,Moderate,Yes,High,Very Low,Af,sentinel_2_davao_del_norte_2019-Q3.tif,viirs_davao_del_norte_2019-Q3.tif,263.4366925772134
5FKNJ,Laguna,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,No,No,Yes,Yes,57.5,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_laguna_2020-Q4.tif,viirs_laguna_2020-Q4.tif,258.1618364063185
X8HBB,Sorsogon,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,No,Yes,Yes,No,390.0,Moderate,Yes,High,Very Low,Af,sentinel_2_sorsogon_2019-Q1.tif,viirs_sorsogon_2019-Q1.tif,180.87494621003583
QRAFF,Camarines Sur,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,High,Very Low,Am,sentinel_2_camarines_sur_2021-Q4.tif,viirs_camarines_sur_2021-Q4.tif,219.63463114963605
TGA46,Eastern Samar,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,High,Yes,Very High,Very Low,Af,sentinel_2_eastern_samar_2019-Q4.tif,viirs_eastern_samar_2019-Q4.tif,210.02220913376053
TI221,Rizal,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,Yes,Lower-middle income,No,No,Yes,No,18.0,High,Yes,High,Very Low,Am,sentinel_2_rizal_2020-Q1.tif,viirs_rizal_2020-Q1.tif,167.94627383603537
1T53Y,Apayao,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,Yes,Low income,No,No,Yes,No,400.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_apayao_2020-Q2.tif,viirs_apayao_2020-Q2.tif,146.0655852156005
RQNSV,Cebu,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_cebu_2019-Q1.tif,viirs_cebu_2019-Q1.tif,228.76249175384
7MDWK,Davao Oriental,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,No,Yes,Yes,No,950.0,Moderate,Yes,High,Very Low,Af,sentinel_2_davao_oriental_2021-Q4.tif,viirs_davao_oriental_2021-Q4.tif,197.53785989315813
D0NX5,Northern Samar,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,Yes,Yes,Yes,No,470.0,Moderate,Yes,High,Very Low,Af,sentinel_2_northern_samar_2021-Q2.tif,viirs_northern_samar_2021-Q2.tif,225.09037295536348
PL3CH,Benguet,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,Yes,Lower-middle income,No,No,Yes,No,210.0,High,No,High,Very Low,Cwb,sentinel_2_benguet_2020-Q1.tif,viirs_benguet_2020-Q1.tif,270.234846507548
GMD47,Aurora,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,No,Yes,Yes,No,145.0,High,Yes,High,Very Low,Af,sentinel_2_aurora_2020-Q4.tif,viirs_aurora_2020-Q4.tif,301.3876043704028
M6HZ7,Zamboanga Sibugay,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,No,Yes,Yes,No,820.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_zamboanga_sibugay_2019-Q3.tif,viirs_zamboanga_sibugay_2019-Q3.tif,158.8427270831735
RK6IL,Sorsogon,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,No,Yes,Yes,No,390.0,Moderate,Yes,High,Very Low,Af,sentinel_2_sorsogon_2020-Q2.tif,viirs_sorsogon_2020-Q2.tif,256.3073247340034
SKOYT,Catanduanes,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,370.0,Moderate,Yes,Very High,Very Low,Af,sentinel_2_catanduanes_2021-Q1.tif,viirs_catanduanes_2021-Q1.tif,245.4696037007681
HLK3Y,Guimaras,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,No,Yes,Yes,No,470.0,Moderate,No,High,Very Low,Am,sentinel_2_guimaras_2021-Q4.tif,viirs_guimaras_2021-Q4.tif,213.8558104229018
QAAJ8,Antique,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,410.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_antique_2021-Q1.tif,viirs_antique_2021-Q1.tif,229.75778923438776
DNZY4,Zamboanga del Norte,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,690.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_zamboanga_del_norte_2019-Q4.tif,viirs_zamboanga_del_norte_2019-Q4.tif,137.22908342671585
RMGJC,Sorsogon,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,No,Yes,Yes,No,390.0,Moderate,Yes,High,Very Low,Af,sentinel_2_sorsogon_2020-Q4.tif,viirs_sorsogon_2020-Q4.tif,270.196118309937
W60ZZ,Misamis Oriental,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,Yes,Yes,Yes,No,790.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_misamis_oriental_2021-Q4.tif,viirs_misamis_oriental_2021-Q4.tif,224.77055560087337
B537Q,Bohol,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,630.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_bohol_2019-Q3.tif,viirs_bohol_2019-Q3.tif,186.69157249389627
ARYEA,Sultan Kudarat,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,Yes,Yes,Yes,No,950.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_sultan_kudarat_2021-Q2.tif,viirs_sultan_kudarat_2021-Q2.tif,187.27508641471707
A94XF,South Cotabato,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,Yes,Lower-middle income,Yes,No,Yes,No,1000.0,Moderate,Yes,Low,Very Low,Am,sentinel_2_south_cotabato_2019-Q4.tif,viirs_south_cotabato_2019-Q4.tif,231.0906544949624
N95S2,Siquijor,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_siquijor_2020-Q1.tif,viirs_siquijor_2020-Q1.tif,221.05170931588023
ORVOR,Bataan,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,No,Yes,Yes,No,55.0,Moderate,Yes,High,Very Low,Am,sentinel_2_bataan_2021-Q1.tif,viirs_bataan_2021-Q1.tif,429.3510030418964
PUBKP,Quirino,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,Yes,Lower-middle income,No,No,Yes,No,265.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_quirino_2019-Q1.tif,viirs_quirino_2019-Q1.tif,323.244824538515
D4F2K,Cagayan,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,350.0,Moderate,Yes,High,Very Low,Am,sentinel_2_cagayan_2021-Q3.tif,viirs_cagayan_2021-Q3.tif,173.31387386823496
X3VPF,Misamis Occidental,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_misamis_occidental_2020-Q1.tif,viirs_misamis_occidental_2020-Q1.tif,178.33900115642456
IKQWJ,Kalinga,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,Yes,Lower-middle income,No,No,Yes,No,340.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_kalinga_2020-Q2.tif,viirs_kalinga_2020-Q2.tif,179.16250532251857
5Y6Q8,South Cotabato,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,Yes,Lower-middle income,Yes,No,Yes,No,1000.0,Moderate,Yes,Low,Low,Am,sentinel_2_south_cotabato_2020-Q3.tif,viirs_south_cotabato_2020-Q3.tif,195.53889040846536
BM271,Davao del Sur,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,970.0,High,Yes,Low,Very Low,Af,sentinel_2_davao_del_sur_2019-Q4.tif,viirs_davao_del_sur_2019-Q4.tif,303.2940386950313
C1V47,Surigao del Sur,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,850.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_sur_2020-Q4.tif,viirs_surigao_del_sur_2020-Q4.tif,118.87302119518286
K1DJR,Bataan,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,No,Yes,Yes,No,55.0,Moderate,Yes,High,Very Low,Am,sentinel_2_bataan_2021-Q2.tif,viirs_bataan_2021-Q2.tif,227.334844495062
WKON8,Bulacan,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,Yes,Lower-middle income,No,No,Yes,Yes,30.0,Moderate,Yes,High,Very Low,Am,sentinel_2_bulacan_2019-Q2.tif,viirs_bulacan_2019-Q2.tif,144.36940952893303
ZYTKW,Agusan del Sur,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,Yes,Lower-middle income,No,No,Yes,No,800.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_agusan_del_sur_2021-Q3.tif,viirs_agusan_del_sur_2021-Q3.tif,287.0667342140913
NOG85,Cagayan,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,Yes,Yes,Yes,No,350.0,Moderate,Yes,High,Very Low,Am,sentinel_2_cagayan_2021-Q2.tif,viirs_cagayan_2021-Q2.tif,180.61206337048893
H8N92,Davao Occidental,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,No,Yes,Yes,No,1050.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_davao_occidental_2020-Q4.tif,viirs_davao_occidental_2020-Q4.tif,619.088659172666
YM33M,Davao Oriental,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,No,Yes,Yes,No,950.0,Moderate,Yes,High,Very Low,Af,sentinel_2_davao_oriental_2021-Q1.tif,viirs_davao_oriental_2021-Q1.tif,197.49480952522245
Z5SYJ,Pangasinan,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,High,Very Low,Am,sentinel_2_pangasinan_2020-Q2.tif,viirs_pangasinan_2020-Q2.tif,261.4513675102635
PQ8R4,Zamboanga del Norte,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,690.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_zamboanga_del_norte_2021-Q3.tif,viirs_zamboanga_del_norte_2021-Q3.tif,122.76470657288328
OAU8P,Sultan Kudarat,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,950.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_sultan_kudarat_2019-Q1.tif,viirs_sultan_kudarat_2019-Q1.tif,219.4308164275953
7QUUS,Zamboanga del Norte,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,690.0,Moderate,Yes,Low,Very Low,Am,sentinel_2_zamboanga_del_norte_2020-Q1.tif,viirs_zamboanga_del_norte_2020-Q1.tif,125.6280963950767
WYH36,Surigao del Sur,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,Yes,Yes,Yes,No,850.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_sur_2021-Q4.tif,viirs_surigao_del_sur_2021-Q4.tif,149.7232191797518
HQR6F,Abra,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,Yes,Lower-middle income,No,No,Yes,No,330.0,High,Yes,Moderate,Very Low,Am,sentinel_2_abra_2020-Q3.tif,viirs_abra_2020-Q3.tif,176.93558528732072
M5HGB,National Capital Region (NCR),2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Upper-middle income,Yes,Yes,Yes,Yes,0.0,High,Yes,High,Very Low,Am,sentinel_2_national_capital_region_2020-Q1.tif,viirs_national_capital_region_2020-Q1.tif,244.6326817323947
DL7FK,Pampanga,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,Yes,Lower-middle income,Yes,No,Yes,Yes,65.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_pampanga_2019-Q1.tif,viirs_pampanga_2019-Q1.tif,204.0414887135611
ZREZR,Batanes,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,660.0,High,No,High,Very Low,Cfa,sentinel_2_batanes_2020-Q2.tif,viirs_batanes_2020-Q2.tif,356.6732267806579
ET0DY,Lanao del Sur,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,Yes,Low income,No,No,Yes,No,820.0,Moderate,No,Moderate,Very Low,Af,sentinel_2_lanao_del_sur_2020-Q1.tif,viirs_lanao_del_sur_2020-Q1.tif,178.86056687575655
LNY2S,Lanao del Sur,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,Yes,Low income,No,No,Yes,No,820.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_lanao_del_sur_2021-Q4.tif,viirs_lanao_del_sur_2021-Q4.tif,167.13905330211827
CF72G,Eastern Samar,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,High,Yes,Very High,Very Low,Af,sentinel_2_eastern_samar_2020-Q4.tif,viirs_eastern_samar_2020-Q4.tif,250.6208623866516
GK38V,Masbate,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,Yes,Yes,Yes,No,370.0,High,Yes,High,Very Low,Am,sentinel_2_masbate_2021-Q4.tif,viirs_masbate_2021-Q4.tif,274.1574721501474
5EWFW,Zamboanga del Sur,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,Yes,Yes,Yes,No,790.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_zamboanga_del_sur_2019-Q2.tif,viirs_zamboanga_del_sur_2019-Q2.tif,144.0228695384859
3V1M3,Zamboanga del Norte,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,Yes,Yes,Yes,No,690.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_zamboanga_del_norte_2019-Q2.tif,viirs_zamboanga_del_norte_2019-Q2.tif,163.22617256042264
LOLN3,Davao Occidental,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,No,No,Yes,No,1050.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_davao_occidental_2019-Q2.tif,viirs_davao_occidental_2019-Q2.tif,189.93193399549537
CTM09,Negros Oriental,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,630.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_negros_oriental_2019-Q4.tif,viirs_negros_oriental_2019-Q4.tif,191.6024895376735
GBIBF,Northern Samar,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,470.0,Moderate,Yes,High,Very Low,Af,sentinel_2_northern_samar_2019-Q3.tif,viirs_northern_samar_2019-Q3.tif,211.3093852389173
6L01W,Isabela,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,Yes,Lower-middle income,Yes,No,Yes,No,285.0,Moderate,Yes,High,Very Low,Am,sentinel_2_isabela_2020-Q3.tif,viirs_isabela_2020-Q3.tif,353.2993825028669
M72QL,Davao del Sur,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,970.0,High,Yes,Low,Very Low,Af,sentinel_2_davao_del_sur_2021-Q3.tif,viirs_davao_del_sur_2021-Q3.tif,234.42634429646705
EBE54,Bulacan,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,Yes,Lower-middle income,No,No,Yes,Yes,30.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_bulacan_2020-Q1.tif,viirs_bulacan_2020-Q1.tif,129.98189880149786
W24WJ,Quirino,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,Yes,Lower-middle income,No,No,Yes,No,265.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_quirino_2021-Q4.tif,viirs_quirino_2021-Q4.tif,296.63669757092964
63GAG,Rizal,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,Yes,Lower-middle income,No,No,Yes,No,18.0,High,Yes,High,Very Low,Am,sentinel_2_rizal_2021-Q3.tif,viirs_rizal_2021-Q3.tif,428.57841644635175
A6GMD,Mountain Province,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,Yes,Lower-middle income,No,No,Yes,No,280.0,High,No,Moderate,Very Low,Cwb,sentinel_2_mountain_province_2021-Q4.tif,viirs_mountain_province_2021-Q4.tif,214.7343152454314
XNCHK,Iloilo,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,Yes,Yes,Yes,No,460.0,Moderate,Yes,High,Very Low,Am,sentinel_2_iloilo_2021-Q4.tif,viirs_iloilo_2021-Q4.tif,278.3228867772329
9C81D,Antique,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,410.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_antique_2020-Q1.tif,viirs_antique_2020-Q1.tif,207.50925164642825
1U24Z,Leyte,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,Moderate,Yes,High,Very Low,Af,sentinel_2_leyte_2021-Q4.tif,viirs_leyte_2021-Q4.tif,191.30566955373516
3VOB5,Cotabato,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,870.0,High,Yes,Moderate,Low,Af,sentinel_2_cotabato_2021-Q1.tif,viirs_cotabato_2021-Q1.tif,238.1229135503758
AN8ND,Misamis Occidental,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_misamis_occidental_2021-Q1.tif,viirs_misamis_occidental_2021-Q1.tif,109.93243648682343
571VX,Lanao del Sur,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,Yes,Low income,No,No,Yes,No,820.0,Moderate,No,Moderate,Very Low,Af,sentinel_2_lanao_del_sur_2020-Q2.tif,viirs_lanao_del_sur_2020-Q2.tif,201.996370595356
6PRR7,Camiguin,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,No,Moderate,Very Low,Af,sentinel_2_camiguin_2020-Q3.tif,viirs_camiguin_2020-Q3.tif,120.48759115188912
RH2XK,Batangas,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,No,Yes,Yes,No,85.0,High,Yes,High,Very Low,Am,sentinel_2_batangas_2021-Q2.tif,viirs_batangas_2021-Q2.tif,216.9690818102144
FEJ2X,Benguet,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,Yes,Lower-middle income,No,No,Yes,No,210.0,High,No,High,Very Low,Cwb,sentinel_2_benguet_2021-Q1.tif,viirs_benguet_2021-Q1.tif,308.72636729241896
ZUJ2X,Bataan,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,No,Yes,Yes,No,55.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_bataan_2020-Q4.tif,viirs_bataan_2020-Q4.tif,235.17724056382036
AUUJ0,Marinduque,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,No,High,Very Low,Am,sentinel_2_marinduque_2021-Q3.tif,viirs_marinduque_2021-Q3.tif,204.1584943979733
