geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
8,4,1,2022,3880440088794.578,136.4362131047677,1,3,0,0,1,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2022-Q4.tif,viirs_21000_gifu_2022-Q4.tif,1643.5608159107423
108,3,0,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_pangasinan_2020-Q3.tif,viirs_pangasinan_2020-Q3.tif,275.1601643206956
39,2,0,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,240.0,2,0,2,0,4,sentinel_2_ifugao_2021-Q2.tif,viirs_ifugao_2021-Q2.tif,148.8305317086454
69,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2020-Q2.tif,viirs_41000_saga_2020-Q2.tif,2502.111013275806
38,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,540.0,2,1,1,1,3,sentinel_2_33000_okayama_2020-Q1.tif,viirs_33000_okayama_2020-Q1.tif,1827.1652747463256
40,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2019-Q2.tif,viirs_13000_tokyo_2019-Q2.tif,2571.943172245162
50,3,0,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,0,110.0,2,1,3,0,1,sentinel_2_tarlac_2020-Q3.tif,viirs_tarlac_2020-Q3.tif,200.50381194223888
15,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2023-Q2.tif,viirs_42000_nagasaki_2023-Q2.tif,1611.1427120371634
47,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,130.0,2,1,3,0,1,sentinel_2_oriental_mindoro_2020-Q4.tif,viirs_oriental_mindoro_2020-Q4.tif,200.6418820763368
56,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2020-Q3.tif,viirs_12000_chiba_2020-Q3.tif,1966.3306398809093
33,4,0,2019,299682074191.28937,117.9406160358257,1,1,0,0,1,0,330.0,3,1,2,0,1,sentinel_2_abra_2019-Q4.tif,viirs_abra_2019-Q4.tif,182.868097319878
109,1,0,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,570.0,2,1,3,0,0,sentinel_2_biliran_2019-Q1.tif,viirs_biliran_2019-Q1.tif,241.21567910205195
44,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,1,430.0,3,1,3,1,3,sentinel_2_28000_hyogo_2020-Q3.tif,viirs_28000_hyogo_2020-Q3.tif,2144.665480726416
81,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,260.0,3,1,3,1,3,sentinel_2_23000_aichi_2022-Q4.tif,viirs_23000_aichi_2022-Q4.tif,1585.5241380643276
37,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,575.0,2,0,1,0,5,sentinel_2_02000_aomori_2019-Q2.tif,viirs_02000_aomori_2019-Q2.tif,1815.483737774364
63,1,0,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,640.0,2,1,3,0,0,sentinel_2_southern_leyte_2019-Q1.tif,viirs_southern_leyte_2019-Q1.tif,176.8890147858033
110,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2020-Q3.tif,viirs_04000_miyagi_2020-Q3.tif,2083.390320849991
21,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,500.0,3,1,3,1,3,sentinel_2_36000_tokushima_2022-Q4.tif,viirs_36000_tokushima_2022-Q4.tif,1479.7275257459728
37,1,1,2021,4247588558872.2593,120.6838014481023,0,3,1,1,1,1,575.0,2,1,1,1,5,sentinel_2_02000_aomori_2021-Q1.tif,viirs_02000_aomori_2021-Q1.tif,2321.6454081452757
103,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,950.0,2,1,2,0,0,sentinel_2_sultan_kudarat_2020-Q1.tif,viirs_sultan_kudarat_2020-Q1.tif,218.58638064687904
108,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_pangasinan_2021-Q1.tif,viirs_pangasinan_2021-Q1.tif,200.71884430891987
66,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,800.0,2,1,2,1,3,sentinel_2_35000_yamaguchi_2019-Q3.tif,viirs_35000_yamaguchi_2019-Q3.tif,1854.7327095529008
3,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,870.0,3,1,2,1,0,sentinel_2_cotabato_2021-Q2.tif,viirs_cotabato_2021-Q2.tif,184.99081119952257
111,4,1,2023,3993446887350.673,140.8613862067226,1,3,1,0,1,1,250.0,3,1,2,1,3,sentinel_2_07000_fukushima_2023-Q4.tif,viirs_07000_fukushima_2023-Q4.tif,1854.9377642780148
73,4,1,2021,4247588558872.2593,127.389433729792,1,3,0,0,1,1,100.0,2,1,1,1,3,sentinel_2_09000_tochigi_2021-Q4.tif,viirs_09000_tochigi_2021-Q4.tif,1486.5915915003957
5,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,410.0,2,1,2,0,1,sentinel_2_antique_2020-Q2.tif,viirs_antique_2020-Q2.tif,139.32154285104917
22,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,500.0,2,0,1,1,3,sentinel_2_31000_tottori_2024-Q2.tif,viirs_31000_tottori_2024-Q2.tif,1191.6982315667478
40,3,1,2021,4247588558872.2593,125.4848727349994,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2021-Q3.tif,viirs_13000_tokyo_2021-Q3.tif,2845.262217463398
112,3,0,2019,299682074191.28937,117.6899153350103,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2019-Q3.tif,viirs_davao_oriental_2019-Q3.tif,229.8741085950496
108,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_pangasinan_2021-Q2.tif,viirs_pangasinan_2021-Q2.tif,442.40500033797065
83,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_negros_oriental_2020-Q4.tif,viirs_negros_oriental_2020-Q4.tif,178.89316703580903
113,2,0,2019,299682074191.28937,117.3681318135368,0,1,0,1,1,0,820.0,2,1,2,0,0,sentinel_2_zamboanga_sibugay_2019-Q2.tif,viirs_zamboanga_sibugay_2019-Q2.tif,103.4138757724612
93,3,0,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,480.0,2,1,2,0,1,sentinel_2_negros_occidental_2020-Q3.tif,viirs_negros_occidental_2020-Q3.tif,210.91305750823736
15,3,1,2021,4247588558872.2593,125.4848727349994,0,3,1,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2021-Q3.tif,viirs_42000_nagasaki_2021-Q3.tif,1654.7133046582112
85,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2019-Q3.tif,viirs_camarines_sur_2019-Q3.tif,245.3830138056275
114,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,570.0,2,1,2,0,1,sentinel_2_cebu_2019-Q4.tif,viirs_cebu_2019-Q4.tif,219.3687800490337
26,3,1,2019,4070264756531.522,117.6899153350103,1,3,0,0,1,1,100.0,3,1,2,1,3,sentinel_2_10000_gunma_2019-Q3.tif,viirs_10000_gunma_2019-Q3.tif,1630.811795131895
75,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2019-Q3.tif,viirs_surigao_del_sur_2019-Q3.tif,158.34287485679772
46,3,0,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,0,280.0,3,0,2,0,4,sentinel_2_mountain_province_2020-Q3.tif,viirs_mountain_province_2020-Q3.tif,464.04372103445496
24,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,470.0,2,1,3,0,0,sentinel_2_northern_samar_2019-Q2.tif,viirs_northern_samar_2019-Q2.tif,194.20521071651416
92,1,0,2019,299682074191.28937,115.9781187205398,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2019-Q1.tif,viirs_laguna_2019-Q1.tif,209.297548142908
22,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,500.0,2,1,1,1,3,sentinel_2_31000_tottori_2023-Q1.tif,viirs_31000_tottori_2023-Q1.tif,1581.2601808133188
14,4,1,2021,4247588558872.2593,127.389433729792,0,3,1,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2021-Q4.tif,viirs_03000_iwate_2021-Q4.tif,1659.3515144750197
115,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,1,400.0,3,1,3,1,3,sentinel_2_27000_osaka_2020-Q3.tif,viirs_27000_osaka_2020-Q3.tif,2145.2770989598857
90,4,0,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,820.0,2,0,2,0,1,sentinel_2_bukidnon_2020-Q4.tif,viirs_bukidnon_2020-Q4.tif,157.04562558000995
110,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2019-Q2.tif,viirs_04000_miyagi_2019-Q2.tif,1990.6842594880525
111,3,1,2023,3993446887350.673,140.714328844415,1,3,1,0,1,1,250.0,3,1,2,1,3,sentinel_2_07000_fukushima_2023-Q3.tif,viirs_07000_fukushima_2023-Q3.tif,1528.7281646102092
116,4,0,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,400.0,2,0,2,0,1,sentinel_2_apayao_2021-Q4.tif,viirs_apayao_2021-Q4.tif,225.74127705258903
68,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,1550.0,2,1,3,1,3,sentinel_2_47000_okinawa_2023-Q2.tif,viirs_47000_okinawa_2023-Q2.tif,1909.310824852422
0,1,0,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,770.0,2,1,3,0,0,sentinel_2_dinagat_islands_2019-Q1.tif,viirs_dinagat_islands_2019-Q1.tif,141.5878466177425
41,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2020-Q2.tif,viirs_surigao_del_norte_2020-Q2.tif,189.9120154148534
3,1,0,2020,291244296180.30774,118.4352913210933,1,1,1,0,1,0,870.0,3,1,2,0,0,sentinel_2_cotabato_2020-Q1.tif,viirs_cotabato_2020-Q1.tif,203.22380616588043
72,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2020-Q2.tif,viirs_37000_kagawa_2020-Q2.tif,2386.262551845121
37,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,575.0,2,1,1,0,5,sentinel_2_02000_aomori_2024-Q2.tif,viirs_02000_aomori_2024-Q2.tif,1665.029608460704
15,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2022-Q3.tif,viirs_42000_nagasaki_2022-Q3.tif,2101.6021691998217
72,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,540.0,2,0,2,0,3,sentinel_2_37000_kagawa_2024-Q3.tif,viirs_37000_kagawa_2024-Q3.tif,2292.6982082614554
116,2,0,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,400.0,2,0,2,0,1,sentinel_2_apayao_2021-Q2.tif,viirs_apayao_2021-Q2.tif,186.92066919220065
69,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2019-Q4.tif,viirs_41000_saga_2019-Q4.tif,1614.2783451824598
110,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2020-Q1.tif,viirs_04000_miyagi_2020-Q1.tif,1866.9029308947315
41,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2019-Q1.tif,viirs_surigao_del_norte_2019-Q1.tif,180.79839067734216
112,2,0,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q2.tif,viirs_davao_oriental_2021-Q2.tif,184.0822295822958
117,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2019-Q1.tif,viirs_masbate_2019-Q1.tif,194.6624149606345
41,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2019-Q4.tif,viirs_surigao_del_norte_2019-Q4.tif,137.5495840497659
77,4,1,2024,3928801383782.808,144.7279859179582,1,3,1,0,1,1,180.0,2,1,1,0,5,sentinel_2_20000_nagano_2024-Q4.tif,viirs_20000_nagano_2024-Q4.tif,1970.054698198615
57,3,1,2021,4247588558872.2593,125.4848727349994,1,3,1,0,1,1,370.0,2,0,2,0,3,sentinel_2_26000_kyoto_2021-Q3.tif,viirs_26000_kyoto_2021-Q3.tif,2196.859537229536
87,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2021-Q1.tif,viirs_iloilo_2021-Q1.tif,210.34801184312465
37,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,1,575.0,2,1,1,0,5,sentinel_2_02000_aomori_2020-Q3.tif,viirs_02000_aomori_2020-Q3.tif,1799.443479474542
68,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2022-Q2.tif,viirs_47000_okinawa_2022-Q2.tif,2032.5665933107173
87,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2019-Q3.tif,viirs_iloilo_2019-Q3.tif,213.5514089674361
17,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2023-Q4.tif,viirs_39000_kochi_2023-Q4.tif,1808.361501689863
39,4,0,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,240.0,2,0,2,0,4,sentinel_2_ifugao_2020-Q4.tif,viirs_ifugao_2020-Q4.tif,199.28838946751063
66,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,800.0,2,0,2,1,3,sentinel_2_35000_yamaguchi_2024-Q1.tif,viirs_35000_yamaguchi_2024-Q1.tif,2042.1540027928431
42,3,0,2019,299682074191.28937,117.6899153350103,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2019-Q3.tif,viirs_benguet_2019-Q3.tif,230.4019816365765
47,4,0,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,130.0,2,1,3,0,1,sentinel_2_oriental_mindoro_2019-Q4.tif,viirs_oriental_mindoro_2019-Q4.tif,190.68360006434216
104,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,260.0,2,1,2,0,1,sentinel_2_la_union_2020-Q1.tif,viirs_la_union_2020-Q1.tif,209.8516584910835
65,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2019-Q1.tif,viirs_misamis_occidental_2019-Q1.tif,182.09485579800292
93,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,480.0,2,1,2,0,1,sentinel_2_negros_occidental_2021-Q1.tif,viirs_negros_occidental_2021-Q1.tif,222.76428246782092
29,4,0,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,790.0,2,1,2,0,0,sentinel_2_lanao_del_norte_2019-Q4.tif,viirs_lanao_del_norte_2019-Q4.tif,279.68914404958286
37,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,575.0,2,1,1,0,5,sentinel_2_02000_aomori_2024-Q1.tif,viirs_02000_aomori_2024-Q1.tif,1602.3818345965226
46,2,0,2019,299682074191.28937,117.3681318135368,1,1,0,0,1,0,280.0,3,0,1,0,4,sentinel_2_mountain_province_2019-Q2.tif,viirs_mountain_province_2019-Q2.tif,344.9184839511334
102,1,1,2019,4070264756531.522,115.9781187205398,0,3,1,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2019-Q1.tif,viirs_08000_ibaraki_2019-Q1.tif,1740.043581626737
40,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2022-Q4.tif,viirs_13000_tokyo_2022-Q4.tif,2247.0841197024274
17,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2020-Q1.tif,viirs_39000_kochi_2020-Q1.tif,2077.086277191155
97,3,0,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,340.0,2,1,3,1,2,sentinel_2_ilocos_sur_2020-Q3.tif,viirs_ilocos_sur_2020-Q3.tif,193.112283836631
41,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2021-Q1.tif,viirs_surigao_del_norte_2021-Q1.tif,163.78875009367454
33,2,0,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,330.0,3,1,2,0,1,sentinel_2_abra_2020-Q2.tif,viirs_abra_2020-Q2.tif,81.44802493131867
112,3,0,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q3.tif,viirs_davao_oriental_2021-Q3.tif,215.9414386303944
1,1,1,2024,3928801383782.808,142.3299725681459,1,3,0,0,1,1,370.0,2,1,1,0,3,sentinel_2_29000_nara_2024-Q1.tif,viirs_29000_nara_2024-Q1.tif,1960.603096000758
80,4,0,2019,299682074191.28937,117.9406160358257,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2019-Q4.tif,viirs_kalinga_2019-Q4.tif,185.2797015492531
98,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,670.0,2,1,3,1,3,sentinel_2_38000_ehime_2020-Q1.tif,viirs_38000_ehime_2020-Q1.tif,1750.7137503686083
57,4,1,2020,4069008481605.98,119.4024762808857,1,3,0,0,1,1,370.0,2,1,2,1,3,sentinel_2_26000_kyoto_2020-Q4.tif,viirs_26000_kyoto_2020-Q4.tif,2464.6267549716185
38,2,1,2021,4247588558872.2593,123.5075473904579,0,3,1,1,1,1,540.0,2,1,2,1,3,sentinel_2_33000_okayama_2021-Q2.tif,viirs_33000_okayama_2021-Q2.tif,1742.7710461529143
61,1,1,2019,4070264756531.522,115.9781187205398,0,3,1,1,1,1,680.0,2,1,3,1,3,sentinel_2_34000_hiroshima_2019-Q1.tif,viirs_34000_hiroshima_2019-Q1.tif,1897.2235680813285
84,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2019-Q4.tif,viirs_siquijor_2019-Q4.tif,203.28638723661484
53,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,250.0,2,1,1,1,3,sentinel_2_15000_niigata_2023-Q2.tif,viirs_15000_niigata_2023-Q2.tif,1614.742848293136
16,4,1,2020,4069008481605.98,119.4024762808857,0,3,1,1,1,1,260.0,2,1,2,0,3,sentinel_2_16000_toyama_2020-Q4.tif,viirs_16000_toyama_2020-Q4.tif,2285.3223291860795
12,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2024-Q1.tif,viirs_46000_kagoshima_2024-Q1.tif,1843.1056860419264
118,1,0,2021,332183318448.6994,120.6838014481023,1,1,0,0,1,0,18.0,3,1,3,0,1,sentinel_2_rizal_2021-Q1.tif,viirs_rizal_2021-Q1.tif,189.21191810619752
102,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2023-Q2.tif,viirs_08000_ibaraki_2023-Q2.tif,1763.7108053345823
33,2,0,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,330.0,3,0,2,0,1,sentinel_2_abra_2021-Q2.tif,viirs_abra_2021-Q2.tif,195.90468795351072
98,1,1,2022,3880440088794.578,130.2983261906564,0,3,1,1,1,1,670.0,2,1,3,1,3,sentinel_2_38000_ehime_2022-Q1.tif,viirs_38000_ehime_2022-Q1.tif,1613.5413061513357
49,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,580.0,1,0,1,0,1,sentinel_2_palawan_2019-Q4.tif,viirs_palawan_2019-Q4.tif,435.5491491239459
119,3,0,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,55.0,2,1,2,0,1,sentinel_2_bataan_2020-Q3.tif,viirs_bataan_2020-Q3.tif,188.31230594596025
40,1,1,2022,3880440088794.578,130.2983261906564,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2022-Q1.tif,viirs_13000_tokyo_2022-Q1.tif,2624.085677180834
16,4,1,2024,3928801383782.808,144.7279859179582,0,3,1,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2024-Q4.tif,viirs_16000_toyama_2024-Q4.tif,1645.459006645542
43,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,330.0,3,1,4,1,0,sentinel_2_albay_2019-Q1.tif,viirs_albay_2019-Q1.tif,214.36886134150492
58,4,1,2022,3880440088794.578,136.4362131047677,0,3,0,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2022-Q4.tif,viirs_24000_mie_2022-Q4.tif,1589.2617831957182
30,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,150.0,2,1,2,0,1,sentinel_2_occidental_mindoro_2021-Q2.tif,viirs_occidental_mindoro_2021-Q2.tif,194.2857072649417
70,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2019-Q2.tif,viirs_40000_fukuoka_2019-Q2.tif,1697.63616933023
75,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2020-Q1.tif,viirs_surigao_del_sur_2020-Q1.tif,127.61085475208895
50,4,0,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,110.0,2,1,3,0,1,sentinel_2_tarlac_2020-Q4.tif,viirs_tarlac_2020-Q4.tif,199.1199201357872
18,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_aklan_2019-Q3.tif,viirs_aklan_2019-Q3.tif,266.17338408176283
102,4,1,2020,4069008481605.98,119.4024762808857,0,3,1,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2020-Q4.tif,viirs_08000_ibaraki_2020-Q4.tif,1759.8190721600183
7,4,1,2024,3928801383782.808,144.7279859179582,0,3,1,1,1,1,150.0,3,1,3,1,3,sentinel_2_22000_shizuoka_2024-Q4.tif,viirs_22000_shizuoka_2024-Q4.tif,1711.8012027036464
12,4,1,2024,3928801383782.808,144.7279859179582,0,3,1,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2024-Q4.tif,viirs_46000_kagoshima_2024-Q4.tif,1625.198629312012
82,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_marinduque_2020-Q2.tif,viirs_marinduque_2020-Q2.tif,193.96659661121325
54,4,1,2019,4070264756531.522,117.9406160358257,1,3,1,0,1,1,300.0,2,1,2,1,5,sentinel_2_06000_yamagata_2019-Q4.tif,viirs_06000_yamagata_2019-Q4.tif,1853.6133787937083
75,3,0,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2020-Q3.tif,viirs_surigao_del_sur_2020-Q3.tif,152.5196361750095
35,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2019-Q3.tif,viirs_32000_shimane_2019-Q3.tif,1893.121617830388
60,1,1,2022,3880440088794.578,130.2983261906564,1,3,0,0,1,1,340.0,2,0,2,1,3,sentinel_2_25000_shiga_2022-Q1.tif,viirs_25000_shiga_2022-Q1.tif,1796.1085037558537
37,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,575.0,2,1,1,1,5,sentinel_2_02000_aomori_2022-Q4.tif,viirs_02000_aomori_2022-Q4.tif,1450.6814456382642
15,1,1,2019,4070264756531.522,115.9781187205398,0,3,1,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2019-Q1.tif,viirs_42000_nagasaki_2019-Q1.tif,1915.3299772406149
117,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2020-Q1.tif,viirs_masbate_2020-Q1.tif,275.6760328587068
88,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,30.0,3,1,3,1,3,sentinel_2_14000_kanagawa_2023-Q4.tif,viirs_14000_kanagawa_2023-Q4.tif,1730.0596129209669
45,1,1,2019,4070264756531.522,115.9781187205398,1,3,0,0,1,1,110.0,2,0,2,1,3,sentinel_2_19000_yamanashi_2019-Q1.tif,viirs_19000_yamanashi_2019-Q1.tif,1777.848720517475
73,3,1,2019,4070264756531.522,117.6899153350103,1,3,0,0,1,1,100.0,2,1,1,1,3,sentinel_2_09000_tochigi_2019-Q3.tif,viirs_09000_tochigi_2019-Q3.tif,1840.0767483417185
81,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2024-Q1.tif,viirs_23000_aichi_2024-Q1.tif,1699.5843497295753
1,3,1,2019,4070264756531.522,117.6899153350103,1,3,0,0,1,1,370.0,2,1,2,1,3,sentinel_2_29000_nara_2019-Q3.tif,viirs_29000_nara_2019-Q3.tif,1951.1933107860505
120,2,0,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,115.0,2,1,3,0,2,sentinel_2_nueva_ecija_2020-Q2.tif,viirs_nueva_ecija_2020-Q2.tif,184.61760686019483
88,3,1,2021,4247588558872.2593,125.4848727349994,0,3,1,1,1,1,30.0,3,1,2,1,3,sentinel_2_14000_kanagawa_2021-Q3.tif,viirs_14000_kanagawa_2021-Q3.tif,1826.659569388994
94,2,0,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,220.0,2,1,3,0,1,sentinel_2_camarines_norte_2021-Q2.tif,viirs_camarines_norte_2021-Q2.tif,555.0222511425169
56,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2019-Q3.tif,viirs_12000_chiba_2019-Q3.tif,1824.1074254760176
