data_id,geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,developed_country,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
VSHKO,39000 Kochi,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,625.0,High,Yes,High,Low,Cfa,sentinel_2_39000_kochi_2023-Q4.tif,viirs_39000_kochi_2023-Q4.tif,1808.361501689863
W1TBR,35000 Yamaguchi,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,800.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_35000_yamaguchi_2024-Q1.tif,viirs_35000_yamaguchi_2024-Q1.tif,2042.1540027928431
8UT0C,02000 Aomori,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,575.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_02000_aomori_2024-Q1.tif,viirs_02000_aomori_2024-Q1.tif,1602.3818345965226
MYX44,08000 Ibaraki,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,High,Low,Cfa,sentinel_2_08000_ibaraki_2019-Q1.tif,viirs_08000_ibaraki_2019-Q1.tif,1740.043581626737
1UTOX,13000 Tokyo,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2022-Q4.tif,viirs_13000_tokyo_2022-Q4.tif,2247.0841197024274
1P0VU,39000 Kochi,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,625.0,High,Yes,High,Low,Cfa,sentinel_2_39000_kochi_2020-Q1.tif,viirs_39000_kochi_2020-Q1.tif,2077.086277191155
MBY49,29000 Nara,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,Yes,Low,Very Low,Cfa,sentinel_2_29000_nara_2024-Q1.tif,viirs_29000_nara_2024-Q1.tif,1960.603096000758
W79WC,38000 Ehime,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,670.0,Moderate,Yes,High,Low,Cfa,sentinel_2_38000_ehime_2020-Q1.tif,viirs_38000_ehime_2020-Q1.tif,1750.7137503686083
4FMPK,26000 Kyoto,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_26000_kyoto_2020-Q4.tif,viirs_26000_kyoto_2020-Q4.tif,2464.6267549716185
SOSX4,33000 Okayama,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_33000_okayama_2021-Q2.tif,viirs_33000_okayama_2021-Q2.tif,1742.7710461529143
CJG8V,34000 Hiroshima,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,Yes,Yes,Yes,Yes,680.0,Moderate,Yes,High,Low,Cfa,sentinel_2_34000_hiroshima_2019-Q1.tif,viirs_34000_hiroshima_2019-Q1.tif,1897.2235680813285
UI9KK,15000 Niigata,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,250.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_15000_niigata_2023-Q2.tif,viirs_15000_niigata_2023-Q2.tif,1614.742848293136
5AUD9,16000 Toyama,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Moderate,Very Low,Cfa,sentinel_2_16000_toyama_2020-Q4.tif,viirs_16000_toyama_2020-Q4.tif,2285.3223291860795
A83RU,46000 Kagoshima,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,970.0,High,Yes,High,Low,Cfa,sentinel_2_46000_kagoshima_2024-Q1.tif,viirs_46000_kagoshima_2024-Q1.tif,1843.1056860419264
LPU0D,08000 Ibaraki,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,High,Low,Cfa,sentinel_2_08000_ibaraki_2023-Q2.tif,viirs_08000_ibaraki_2023-Q2.tif,1763.7108053345823
GA41I,38000 Ehime,2022-Q1,Japan,2022,3880440088794.578,130.2983261906564,Yes,No,High income,Yes,Yes,Yes,Yes,670.0,Moderate,Yes,High,Low,Cfa,sentinel_2_38000_ehime_2022-Q1.tif,viirs_38000_ehime_2022-Q1.tif,1613.5413061513357
Y8FV2,13000 Tokyo,2022-Q1,Japan,2022,3880440088794.578,130.2983261906564,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2022-Q1.tif,viirs_13000_tokyo_2022-Q1.tif,2624.085677180834
EHUDS,16000 Toyama,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_16000_toyama_2024-Q4.tif,viirs_16000_toyama_2024-Q4.tif,1645.459006645542
3AC6P,24000 Mie,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,No,Yes,Yes,Yes,320.0,High,Yes,High,Low,Cfa,sentinel_2_24000_mie_2022-Q4.tif,viirs_24000_mie_2022-Q4.tif,1589.2617831957182
LVAK9,40000 Fukuoka,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2019-Q2.tif,viirs_40000_fukuoka_2019-Q2.tif,1697.63616933023
WI6FQ,08000 Ibaraki,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,Moderate,Low,Cfa,sentinel_2_08000_ibaraki_2020-Q4.tif,viirs_08000_ibaraki_2020-Q4.tif,1759.8190721600183
81ACJ,22000 Shizuoka,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,150.0,High,Yes,High,Low,Cfa,sentinel_2_22000_shizuoka_2024-Q4.tif,viirs_22000_shizuoka_2024-Q4.tif,1711.8012027036464
Q1XGB,46000 Kagoshima,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,970.0,High,Yes,High,Low,Cfa,sentinel_2_46000_kagoshima_2024-Q4.tif,viirs_46000_kagoshima_2024-Q4.tif,1625.198629312012
P0LZJ,06000 Yamagata,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,Yes,High income,Yes,No,Yes,Yes,300.0,Moderate,Yes,Moderate,Low,Dfa,sentinel_2_06000_yamagata_2019-Q4.tif,viirs_06000_yamagata_2019-Q4.tif,1853.6133787937083
QB6GS,32000 Shimane,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_32000_shimane_2019-Q3.tif,viirs_32000_shimane_2019-Q3.tif,1893.121617830388
7ODKE,25000 Shiga,2022-Q1,Japan,2022,3880440088794.578,130.2983261906564,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,No,,Low,Cfa,sentinel_2_25000_shiga_2022-Q1.tif,viirs_25000_shiga_2022-Q1.tif,1796.1085037558537
5TB94,02000 Aomori,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,575.0,Moderate,Yes,Low,Low,Dfa,sentinel_2_02000_aomori_2022-Q4.tif,viirs_02000_aomori_2022-Q4.tif,1450.6814456382642
F5GZP,42000 Nagasaki,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,High,Low,Cfa,sentinel_2_42000_nagasaki_2019-Q1.tif,viirs_42000_nagasaki_2019-Q1.tif,1915.3299772406149
RLA8S,14000 Kanagawa,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,30.0,High,Yes,High,Low,Cfa,sentinel_2_14000_kanagawa_2023-Q4.tif,viirs_14000_kanagawa_2023-Q4.tif,1730.0596129209669
DTBH5,19000 Yamanashi,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,Yes,High income,No,No,Yes,Yes,110.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_19000_yamanashi_2019-Q1.tif,viirs_19000_yamanashi_2019-Q1.tif,1777.848720517475
HC36K,09000 Tochigi,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,Yes,High income,No,No,Yes,Yes,100.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_09000_tochigi_2019-Q3.tif,viirs_09000_tochigi_2019-Q3.tif,1840.0767483417185
QVR1H,23000 Aichi,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,Moderate,Low,Cfa,sentinel_2_23000_aichi_2024-Q1.tif,viirs_23000_aichi_2024-Q1.tif,1699.5843497295753
9XXAY,29000 Nara,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_29000_nara_2019-Q3.tif,viirs_29000_nara_2019-Q3.tif,1951.1933107860505
XUX1O,14000 Kanagawa,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,No,High income,Yes,Yes,Yes,Yes,30.0,High,Yes,Moderate,Low,Cfa,sentinel_2_14000_kanagawa_2021-Q3.tif,viirs_14000_kanagawa_2021-Q3.tif,1826.659569388994
3FPOY,12000 Chiba,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2019-Q3.tif,viirs_12000_chiba_2019-Q3.tif,1824.1074254760176
ZF8S2,23000 Aichi,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,High,Low,Cfa,sentinel_2_23000_aichi_2020-Q4.tif,viirs_23000_aichi_2020-Q4.tif,2116.7492603262585
4I3QK,03000 Iwate,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,Low,Very Low,Dfa,sentinel_2_03000_iwate_2023-Q4.tif,viirs_03000_iwate_2023-Q4.tif,1663.0400265490182
3ZB4L,24000 Mie,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,Yes,Yes,Yes,Yes,320.0,High,Yes,High,Low,Cfa,sentinel_2_24000_mie_2021-Q2.tif,viirs_24000_mie_2021-Q2.tif,1897.2963736134
ECUBO,39000 Kochi,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,625.0,High,Yes,High,Low,Cfa,sentinel_2_39000_kochi_2024-Q1.tif,viirs_39000_kochi_2024-Q1.tif,1695.9626521328294
WKSHY,30000 Wakayama,2021-Q1,Japan,2021,4247588558872.2593,120.6838014481023,Yes,No,High income,No,Yes,Yes,Yes,450.0,High,Yes,High,Low,Cfa,sentinel_2_30000_wakayama_2021-Q1.tif,viirs_30000_wakayama_2021-Q1.tif,1706.994656956885
WYX9T,21000 Gifu,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_21000_gifu_2019-Q4.tif,viirs_21000_gifu_2019-Q4.tif,1956.2359169606832
PRCJI,19000 Yamanashi,2023-Q3,Japan,2023,3993446887350.673,140.714328844415,Yes,Yes,High income,No,No,Yes,Yes,110.0,Moderate,No,Low,Low,Cfa,sentinel_2_19000_yamanashi_2023-Q3.tif,viirs_19000_yamanashi_2023-Q3.tif,1924.601501794888
9S3W5,40000 Fukuoka,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,High,Low,Cfa,sentinel_2_40000_fukuoka_2023-Q1.tif,viirs_40000_fukuoka_2023-Q1.tif,1612.498769742195
SPENG,21000 Gifu,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_21000_gifu_2019-Q3.tif,viirs_21000_gifu_2019-Q3.tif,2341.81133718417
QZFHO,34000 Hiroshima,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,680.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_34000_hiroshima_2024-Q1.tif,viirs_34000_hiroshima_2024-Q1.tif,1607.7791498457066
TLT4Q,47000 Okinawa,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,No,1550.0,Moderate,Yes,High,Very Low,Cfa,sentinel_2_47000_okinawa_2019-Q4.tif,viirs_47000_okinawa_2019-Q4.tif,2144.440305190225
HJSHZ,29000 Nara,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_29000_nara_2020-Q4.tif,viirs_29000_nara_2020-Q4.tif,2073.215221878895
AITMO,40000 Fukuoka,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2022-Q3.tif,viirs_40000_fukuoka_2022-Q3.tif,1463.7320630253628
SXPNN,11000 Saitama,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_11000_saitama_2024-Q2.tif,viirs_11000_saitama_2024-Q2.tif,1564.067462405411
3ZKWD,21000 Gifu,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_21000_gifu_2019-Q1.tif,viirs_21000_gifu_2019-Q1.tif,1695.9327695887257
4IVSO,11000 Saitama,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Low,Low,Cfa,sentinel_2_11000_saitama_2019-Q1.tif,viirs_11000_saitama_2019-Q1.tif,1653.8919218530432
ERYF0,45000 Miyazaki,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,870.0,Moderate,Yes,High,Low,Cfa,sentinel_2_45000_miyazaki_2020-Q2.tif,viirs_45000_miyazaki_2020-Q2.tif,1658.7754122934427
WHWKM,31000 Tottori,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_31000_tottori_2019-Q1.tif,viirs_31000_tottori_2019-Q1.tif,2026.815658893143
FXQ7B,47000 Okinawa,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,No,High income,Yes,Yes,Yes,No,1550.0,Moderate,Yes,High,Very Low,Cfa,sentinel_2_47000_okinawa_2020-Q4.tif,viirs_47000_okinawa_2020-Q4.tif,2800.657407616001
G5G79,16000 Toyama,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Moderate,Very Low,Cfa,sentinel_2_16000_toyama_2020-Q2.tif,viirs_16000_toyama_2020-Q2.tif,1957.9205176335709
YLU6K,44000 Oita,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,770.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_44000_oita_2022-Q4.tif,viirs_44000_oita_2022-Q4.tif,1681.7215827166476
DMT8V,26000 Kyoto,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_26000_kyoto_2022-Q2.tif,viirs_26000_kyoto_2022-Q2.tif,1967.5969170349997
CD0RL,32000 Shimane,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_32000_shimane_2024-Q2.tif,viirs_32000_shimane_2024-Q2.tif,3628.201593983225
SOZCT,23000 Aichi,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,Moderate,Low,Cfa,sentinel_2_23000_aichi_2019-Q2.tif,viirs_23000_aichi_2019-Q2.tif,1918.959421680823
G8JDP,03000 Iwate,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,Low,Low,Dfa,sentinel_2_03000_iwate_2024-Q4.tif,viirs_03000_iwate_2024-Q4.tif,1672.6332283714523
R6C2C,38000 Ehime,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,670.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_38000_ehime_2023-Q4.tif,viirs_38000_ehime_2023-Q4.tif,1362.8165685206627
V7LN2,11000 Saitama,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Low,Low,Cfa,sentinel_2_11000_saitama_2023-Q4.tif,viirs_11000_saitama_2023-Q4.tif,1618.8858724260415
9CHJ7,03000 Iwate,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,Low,Low,Dfa,sentinel_2_03000_iwate_2019-Q4.tif,viirs_03000_iwate_2019-Q4.tif,1762.368237249475
ODRO8,09000 Tochigi,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,Yes,High income,No,No,Yes,Yes,100.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_09000_tochigi_2020-Q3.tif,viirs_09000_tochigi_2020-Q3.tif,2183.945300562928
8HMBR,14000 Kanagawa,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,30.0,High,Yes,Moderate,Low,Cfa,sentinel_2_14000_kanagawa_2024-Q1.tif,viirs_14000_kanagawa_2024-Q1.tif,1929.1056715650789
983EP,26000 Kyoto,2023-Q3,Japan,2023,3993446887350.673,140.714328844415,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_26000_kyoto_2023-Q3.tif,viirs_26000_kyoto_2023-Q3.tif,1904.4366125659667
YBD2Q,22000 Shizuoka,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,150.0,High,Yes,Moderate,Low,Cfa,sentinel_2_22000_shizuoka_2019-Q4.tif,viirs_22000_shizuoka_2019-Q4.tif,2010.7028742381056
V2GQU,42000 Nagasaki,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,High,Low,Cfa,sentinel_2_42000_nagasaki_2021-Q2.tif,viirs_42000_nagasaki_2021-Q2.tif,1977.580129862948
7DYPM,40000 Fukuoka,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2019-Q1.tif,viirs_40000_fukuoka_2019-Q1.tif,1811.457015933995
JUIIY,41000 Saga,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_41000_saga_2020-Q1.tif,viirs_41000_saga_2020-Q1.tif,2223.629255345578
6DDFG,18000 Fukui,2023-Q3,Japan,2023,3993446887350.673,140.714328844415,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_18000_fukui_2023-Q3.tif,viirs_18000_fukui_2023-Q3.tif,1918.872076159183
G8Y72,25000 Shiga,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,No,,Low,Cfa,sentinel_2_25000_shiga_2022-Q3.tif,viirs_25000_shiga_2022-Q3.tif,1523.00289289647
VG5VM,27000 Osaka,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,400.0,High,Yes,Moderate,Low,Cfa,sentinel_2_27000_osaka_2022-Q2.tif,viirs_27000_osaka_2022-Q2.tif,1731.474980916165
OLNNT,44000 Oita,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,770.0,Moderate,No,Moderate,Very Low,Cfa,sentinel_2_44000_oita_2024-Q1.tif,viirs_44000_oita_2024-Q1.tif,1687.9191556967771
XLUL6,43000 Kumamoto,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,High,Yes,Moderate,Low,Cfa,sentinel_2_43000_kumamoto_2022-Q3.tif,viirs_43000_kumamoto_2022-Q3.tif,1402.0476722110948
CSK30,17000 Ishikawa,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,270.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_17000_ishikawa_2022-Q3.tif,viirs_17000_ishikawa_2022-Q3.tif,1441.1101422733416
NZRF5,45000 Miyazaki,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,870.0,Moderate,Yes,High,Low,Cfa,sentinel_2_45000_miyazaki_2024-Q3.tif,viirs_45000_miyazaki_2024-Q3.tif,1811.997245302655
7YT2M,20000 Nagano,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,Yes,High income,Yes,No,Yes,Yes,180.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_20000_nagano_2020-Q3.tif,viirs_20000_nagano_2020-Q3.tif,2419.900569479545
CFI4O,19000 Yamanashi,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,Yes,High income,No,No,Yes,Yes,110.0,Moderate,No,Low,Very Low,Cfa,sentinel_2_19000_yamanashi_2020-Q1.tif,viirs_19000_yamanashi_2020-Q1.tif,2257.7087441187537
YV37D,09000 Tochigi,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,Yes,High income,No,No,Yes,Yes,100.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_09000_tochigi_2019-Q1.tif,viirs_09000_tochigi_2019-Q1.tif,1523.7848109381555
M25LE,13000 Tokyo,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2020-Q1.tif,viirs_13000_tokyo_2020-Q1.tif,2847.167816325447
M6MG8,28000 Hyogo,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,430.0,High,Yes,Moderate,Low,Cfa,sentinel_2_28000_hyogo_2024-Q3.tif,viirs_28000_hyogo_2024-Q3.tif,1754.390633208756
3B9SO,41000 Saga,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_41000_saga_2022-Q2.tif,viirs_41000_saga_2022-Q2.tif,2050.463184496027
L0UKE,06000 Yamagata,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,Yes,High income,Yes,No,Yes,Yes,300.0,Moderate,Yes,Low,Low,Dfa,sentinel_2_06000_yamagata_2024-Q2.tif,viirs_06000_yamagata_2024-Q2.tif,1549.6839594369046
HSAHX,01000 Hokkaido,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,830.0,High,Yes,Low,Very Low,Dfb,sentinel_2_01000_hokkaido_2019-Q3.tif,viirs_01000_hokkaido_2019-Q3.tif,1926.6113232182192
RMHRC,33000 Okayama,2022-Q1,Japan,2022,3880440088794.578,130.2983261906564,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Low,Very Low,Cfa,sentinel_2_33000_okayama_2022-Q1.tif,viirs_33000_okayama_2022-Q1.tif,1684.0026779636664
BELRQ,15000 Niigata,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,250.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_15000_niigata_2019-Q4.tif,viirs_15000_niigata_2019-Q4.tif,1699.3587289822233
V5G10,18000 Fukui,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_18000_fukui_2019-Q1.tif,viirs_18000_fukui_2019-Q1.tif,1887.518395833231
ENF31,12000 Chiba,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2019-Q2.tif,viirs_12000_chiba_2019-Q2.tif,1820.2516902254688
OS6ZL,16000 Toyama,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_16000_toyama_2023-Q1.tif,viirs_16000_toyama_2023-Q1.tif,1339.508870726111
P767J,41000 Saga,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_41000_saga_2019-Q3.tif,viirs_41000_saga_2019-Q3.tif,1524.5381964961457
4M18O,19000 Yamanashi,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,Yes,High income,No,No,Yes,Yes,110.0,Moderate,No,Low,Very Low,Cfa,sentinel_2_19000_yamanashi_2020-Q4.tif,viirs_19000_yamanashi_2020-Q4.tif,2004.3585570089567
EJX5T,12000 Chiba,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2020-Q4.tif,viirs_12000_chiba_2020-Q4.tif,2198.112740862093
