geolocation_name,quarter_label,year,deflated_gdp_usd,us_cpi,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
118,3,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,18.0,3,1,3,0,1,sentinel_2_rizal_2021-Q3.tif,viirs_rizal_2021-Q3.tif,428.57841644635175
46,4,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,280.0,3,0,2,0,4,sentinel_2_mountain_province_2021-Q4.tif,viirs_mountain_province_2021-Q4.tif,214.7343152454314
87,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2021-Q4.tif,viirs_iloilo_2021-Q4.tif,278.3228867772329
5,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,410.0,2,1,2,0,1,sentinel_2_antique_2020-Q1.tif,viirs_antique_2020-Q1.tif,207.50925164642825
13,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,570.0,2,1,3,0,0,sentinel_2_leyte_2021-Q4.tif,viirs_leyte_2021-Q4.tif,191.30566955373516
3,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,870.0,3,1,2,1,0,sentinel_2_cotabato_2021-Q1.tif,viirs_cotabato_2021-Q1.tif,238.1229135503758
65,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2021-Q1.tif,viirs_misamis_occidental_2021-Q1.tif,109.93243648682343
124,2,2020,291244296180.30774,117.7956988014519,1,0,0,0,1,0,820.0,2,0,2,0,0,sentinel_2_lanao_del_sur_2020-Q2.tif,viirs_lanao_del_sur_2020-Q2.tif,201.996370595356
48,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,780.0,2,0,2,0,0,sentinel_2_camiguin_2020-Q3.tif,viirs_camiguin_2020-Q3.tif,120.48759115188912
78,2,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2021-Q2.tif,viirs_batangas_2021-Q2.tif,216.9690818102144
42,1,2021,332183318448.6994,120.6838014481023,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2021-Q1.tif,viirs_benguet_2021-Q1.tif,308.72636729241896
119,4,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,55.0,2,1,2,0,1,sentinel_2_bataan_2020-Q4.tif,viirs_bataan_2020-Q4.tif,235.17724056382036
82,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,170.0,2,0,3,0,1,sentinel_2_marinduque_2021-Q3.tif,viirs_marinduque_2021-Q3.tif,204.1584943979733
96,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,880.0,2,0,2,0,0,sentinel_2_basilan_2021-Q1.tif,viirs_basilan_2021-Q1.tif,576.770287083825
90,3,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,820.0,2,0,1,0,1,sentinel_2_bukidnon_2021-Q3.tif,viirs_bukidnon_2021-Q3.tif,185.4883669199721
89,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,970.0,2,1,2,0,0,sentinel_2_davao_del_norte_2020-Q2.tif,viirs_davao_del_norte_2020-Q2.tif,219.3367200478029
89,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,970.0,2,1,3,0,0,sentinel_2_davao_del_norte_2019-Q1.tif,viirs_davao_del_norte_2019-Q1.tif,169.41815564938474
85,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2021-Q1.tif,viirs_camarines_sur_2021-Q1.tif,188.36210279452348
76,1,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2019-Q1.tif,viirs_sarangani_2019-Q1.tif,172.1369836065574
33,3,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,330.0,3,0,2,0,1,sentinel_2_abra_2021-Q3.tif,viirs_abra_2021-Q3.tif,179.19415087513582
84,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2021-Q2.tif,viirs_siquijor_2021-Q2.tif,218.7633374408632
48,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,780.0,2,0,2,0,0,sentinel_2_camiguin_2020-Q1.tif,viirs_camiguin_2020-Q1.tif,171.9564823616219
3,2,2020,291244296180.30774,117.7956988014519,1,1,1,0,1,0,870.0,3,1,2,0,0,sentinel_2_cotabato_2020-Q2.tif,viirs_cotabato_2020-Q2.tif,162.15501648420073
92,3,2019,299682074191.28937,117.6899153350103,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2019-Q3.tif,viirs_laguna_2019-Q3.tif,207.0828609963125
124,3,2019,299682074191.28937,117.6899153350103,0,0,1,0,1,0,820.0,2,1,3,0,0,sentinel_2_lanao_del_sur_2019-Q3.tif,viirs_lanao_del_sur_2019-Q3.tif,128.95427467800053
84,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2019-Q2.tif,viirs_siquijor_2019-Q2.tif,170.75303210194335
29,4,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,790.0,2,1,2,1,0,sentinel_2_lanao_del_norte_2020-Q4.tif,viirs_lanao_del_norte_2020-Q4.tif,251.56679572057
20,3,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,1,30.0,2,1,2,0,1,sentinel_2_bulacan_2020-Q3.tif,viirs_bulacan_2020-Q3.tif,143.4154586436986
13,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,570.0,2,1,3,0,0,sentinel_2_leyte_2021-Q3.tif,viirs_leyte_2021-Q3.tif,203.56879998909568
123,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,660.0,3,0,3,0,3,sentinel_2_batanes_2020-Q4.tif,viirs_batanes_2020-Q4.tif,353.28124552282486
90,1,2021,332183318448.6994,120.6838014481023,1,1,0,0,1,0,820.0,2,0,1,0,1,sentinel_2_bukidnon_2021-Q1.tif,viirs_bukidnon_2021-Q1.tif,157.55915038635305
101,4,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,195.0,2,1,2,0,1,sentinel_2_nueva_vizcaya_2020-Q4.tif,viirs_nueva_vizcaya_2020-Q4.tif,224.12614455346463
19,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2019-Q3.tif,viirs_davao_del_sur_2019-Q3.tif,210.8901030104568
52,1,2021,332183318448.6994,120.6838014481023,1,1,0,0,1,0,800.0,2,1,2,0,0,sentinel_2_agusan_del_sur_2021-Q1.tif,viirs_agusan_del_sur_2021-Q1.tif,228.31456108354547
100,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,790.0,2,1,2,0,0,sentinel_2_zamboanga_del_sur_2020-Q1.tif,viirs_zamboanga_del_sur_2020-Q1.tif,263.1559936692464
83,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_negros_oriental_2020-Q1.tif,viirs_negros_oriental_2020-Q1.tif,183.96489178776383
93,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,480.0,2,1,2,0,1,sentinel_2_negros_occidental_2020-Q2.tif,viirs_negros_occidental_2020-Q2.tif,132.476158821565
30,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,150.0,2,1,2,0,1,sentinel_2_occidental_mindoro_2020-Q4.tif,viirs_occidental_mindoro_2020-Q4.tif,218.8080077667029
39,3,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,0,240.0,2,0,2,0,4,sentinel_2_ifugao_2020-Q3.tif,viirs_ifugao_2020-Q3.tif,53.367955630314334
84,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2021-Q1.tif,viirs_siquijor_2021-Q1.tif,251.88213051943023
71,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2021-Q2.tif,viirs_zamboanga_del_norte_2021-Q2.tif,146.1918454664672
4,3,2020,291244296180.30774,119.1285399053605,1,1,1,0,1,1,65.0,2,1,3,0,1,sentinel_2_pampanga_2020-Q3.tif,viirs_pampanga_2020-Q3.tif,222.98372119652063
24,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,470.0,2,1,3,0,0,sentinel_2_northern_samar_2020-Q2.tif,viirs_northern_samar_2020-Q2.tif,203.3811076638989
0,2,2019,299682074191.28937,117.3681318135368,0,1,0,1,1,0,770.0,2,1,3,0,0,sentinel_2_dinagat_islands_2019-Q2.tif,viirs_dinagat_islands_2019-Q2.tif,136.8125992740024
121,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,790.0,2,1,2,0,1,sentinel_2_misamis_oriental_2021-Q3.tif,viirs_misamis_oriental_2021-Q3.tif,224.2057968971453
104,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,260.0,2,1,2,0,1,sentinel_2_la_union_2020-Q2.tif,viirs_la_union_2020-Q2.tif,191.3873669302868
43,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,330.0,3,1,4,0,0,sentinel_2_albay_2021-Q1.tif,viirs_albay_2021-Q1.tif,434.3531055227064
85,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2021-Q2.tif,viirs_camarines_sur_2021-Q2.tif,263.29731721832536
112,4,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2019-Q4.tif,viirs_davao_oriental_2019-Q4.tif,217.11595455158565
63,3,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,640.0,2,1,3,0,0,sentinel_2_southern_leyte_2020-Q3.tif,viirs_southern_leyte_2020-Q3.tif,208.18168099149483
107,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,270.0,2,0,3,0,1,sentinel_2_romblon_2020-Q2.tif,viirs_romblon_2020-Q2.tif,164.1501276655632
97,4,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,340.0,2,1,2,0,2,sentinel_2_ilocos_sur_2019-Q4.tif,viirs_ilocos_sur_2019-Q4.tif,189.17173389322443
109,4,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,570.0,2,1,3,0,0,sentinel_2_biliran_2020-Q4.tif,viirs_biliran_2020-Q4.tif,213.30475585252577
104,3,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,260.0,2,1,3,0,1,sentinel_2_la_union_2021-Q3.tif,viirs_la_union_2021-Q3.tif,192.0297698816592
91,1,2021,332183318448.6994,120.6838014481023,0,2,1,1,1,1,0.0,3,1,2,0,1,sentinel_2_national_capital_region_2021-Q1.tif,viirs_national_capital_region_2021-Q1.tif,318.77885351703924
101,3,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,0,195.0,2,1,2,0,1,sentinel_2_nueva_vizcaya_2020-Q3.tif,viirs_nueva_vizcaya_2020-Q3.tif,442.3374776573142
124,2,2019,299682074191.28937,117.3681318135368,0,0,1,0,1,0,820.0,2,1,3,0,0,sentinel_2_lanao_del_sur_2019-Q2.tif,viirs_lanao_del_sur_2019-Q2.tif,232.4520363316647
97,4,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,340.0,2,1,3,0,2,sentinel_2_ilocos_sur_2021-Q4.tif,viirs_ilocos_sur_2021-Q4.tif,232.5539341807917
23,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,500.0,2,1,3,0,0,sentinel_2_samar_2021-Q3.tif,viirs_samar_2021-Q3.tif,155.88108857903924
48,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,780.0,2,0,2,0,0,sentinel_2_camiguin_2020-Q2.tif,viirs_camiguin_2020-Q2.tif,113.50209789215066
50,2,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,110.0,2,1,3,0,1,sentinel_2_tarlac_2020-Q2.tif,viirs_tarlac_2020-Q2.tif,157.34310758225854
109,2,2019,299682074191.28937,117.3681318135368,0,1,0,1,1,0,570.0,2,1,3,0,0,sentinel_2_biliran_2019-Q2.tif,viirs_biliran_2019-Q2.tif,222.2762722178068
95,2,2019,299682074191.28937,117.3681318135368,0,1,0,1,1,0,33.0,2,1,3,0,1,sentinel_2_cavite_2019-Q2.tif,viirs_cavite_2019-Q2.tif,176.3219877090955
123,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,660.0,3,0,4,0,3,sentinel_2_batanes_2019-Q4.tif,viirs_batanes_2019-Q4.tif,191.52519482692617
94,1,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,220.0,2,1,3,0,1,sentinel_2_camarines_norte_2019-Q1.tif,viirs_camarines_norte_2019-Q1.tif,158.675600105378
119,1,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2019-Q1.tif,viirs_bataan_2019-Q1.tif,193.2080274740017
117,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2019-Q2.tif,viirs_masbate_2019-Q2.tif,180.14463794841024
119,4,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2019-Q4.tif,viirs_bataan_2019-Q4.tif,211.05341401171464
64,2,2021,332183318448.6994,123.5075473904579,0,1,0,0,1,0,1050.0,2,1,1,0,0,sentinel_2_davao_occidental_2021-Q2.tif,viirs_davao_occidental_2021-Q2.tif,213.59422681645097
119,2,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,55.0,2,1,2,0,1,sentinel_2_bataan_2020-Q2.tif,viirs_bataan_2020-Q2.tif,165.29493092734268
65,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2019-Q2.tif,viirs_misamis_occidental_2019-Q2.tif,168.19115743572965
62,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,115.0,2,1,3,0,1,sentinel_2_zambales_2019-Q2.tif,viirs_zambales_2019-Q2.tif,182.16131313335453
124,4,2020,291244296180.30774,119.4024762808857,1,0,0,0,1,0,820.0,2,0,2,0,0,sentinel_2_lanao_del_sur_2020-Q4.tif,viirs_lanao_del_sur_2020-Q4.tif,206.7702876868959
49,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,580.0,1,0,1,0,1,sentinel_2_palawan_2019-Q2.tif,viirs_palawan_2019-Q2.tif,230.1608421959405
43,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,1,330.0,3,1,4,0,0,sentinel_2_albay_2020-Q3.tif,viirs_albay_2020-Q3.tif,287.68793338881505
65,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,780.0,2,1,2,0,0,sentinel_2_misamis_occidental_2020-Q4.tif,viirs_misamis_occidental_2020-Q4.tif,126.96107332099344
92,2,2020,291244296180.30774,117.7956988014519,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2020-Q2.tif,viirs_laguna_2020-Q2.tif,165.70875281890338
117,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2019-Q3.tif,viirs_masbate_2019-Q3.tif,257.7408701857797
3,3,2020,291244296180.30774,119.1285399053605,1,1,1,0,1,0,870.0,3,1,2,0,0,sentinel_2_cotabato_2020-Q3.tif,viirs_cotabato_2020-Q3.tif,253.5518709395504
62,1,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,115.0,2,1,3,0,1,sentinel_2_zambales_2021-Q1.tif,viirs_zambales_2021-Q1.tif,244.0409505715535
113,1,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,820.0,2,1,1,0,0,sentinel_2_zamboanga_sibugay_2021-Q1.tif,viirs_zamboanga_sibugay_2021-Q1.tif,124.2886135843613
33,1,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,330.0,3,1,2,0,1,sentinel_2_abra_2020-Q1.tif,viirs_abra_2020-Q1.tif,178.03766954025562
92,3,2020,291244296180.30774,119.1285399053605,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2020-Q3.tif,viirs_laguna_2020-Q3.tif,204.7661583153943
51,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2020-Q2.tif,viirs_cagayan_2020-Q2.tif,194.8373055328764
39,1,2019,299682074191.28937,115.9781187205398,1,1,0,0,1,0,240.0,2,1,2,0,4,sentinel_2_ifugao_2019-Q1.tif,viirs_ifugao_2019-Q1.tif,239.99707105436391
63,2,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,640.0,2,1,3,0,0,sentinel_2_southern_leyte_2020-Q2.tif,viirs_southern_leyte_2020-Q2.tif,180.4789043205682
42,2,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2021-Q2.tif,viirs_benguet_2021-Q2.tif,234.0003026154777
30,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,150.0,2,1,2,0,1,sentinel_2_occidental_mindoro_2021-Q4.tif,viirs_occidental_mindoro_2021-Q4.tif,226.8712129710108
121,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,790.0,2,1,3,0,1,sentinel_2_misamis_oriental_2020-Q2.tif,viirs_misamis_oriental_2020-Q2.tif,225.2679044041099
67,4,2021,332183318448.6994,127.389433729792,0,1,0,0,1,0,145.0,3,1,3,0,0,sentinel_2_aurora_2021-Q4.tif,viirs_aurora_2021-Q4.tif,259.107433400411
97,1,2020,291244296180.30774,118.4352913210933,0,1,0,1,1,0,340.0,2,1,3,1,2,sentinel_2_ilocos_sur_2020-Q1.tif,viirs_ilocos_sur_2020-Q1.tif,178.46001020554516
89,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,970.0,2,1,2,0,0,sentinel_2_davao_del_norte_2020-Q1.tif,viirs_davao_del_norte_2020-Q1.tif,131.09758936830428
23,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,500.0,2,1,3,0,0,sentinel_2_samar_2020-Q2.tif,viirs_samar_2020-Q2.tif,299.621925756494
118,3,2019,299682074191.28937,117.6899153350103,0,1,0,0,1,0,18.0,3,1,2,0,1,sentinel_2_rizal_2019-Q3.tif,viirs_rizal_2019-Q3.tif,271.3001233359929
99,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2019-Q2.tif,viirs_eastern_samar_2019-Q2.tif,240.64580433021703
71,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2019-Q3.tif,viirs_zamboanga_del_norte_2019-Q3.tif,150.7741815141773
116,4,2020,291244296180.30774,119.4024762808857,1,0,0,0,1,0,400.0,2,1,2,0,1,sentinel_2_apayao_2020-Q4.tif,viirs_apayao_2020-Q4.tif,167.01739529788364
100,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,790.0,2,1,2,0,0,sentinel_2_zamboanga_del_sur_2020-Q4.tif,viirs_zamboanga_del_sur_2020-Q4.tif,217.13469939961792
119,3,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2021-Q3.tif,viirs_bataan_2021-Q3.tif,255.50296007156865
117,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2020-Q2.tif,viirs_masbate_2020-Q2.tif,290.38965924194883
82,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,170.0,2,0,3,0,1,sentinel_2_marinduque_2021-Q4.tif,viirs_marinduque_2021-Q4.tif,196.0196631112444
123,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,660.0,3,0,3,0,3,sentinel_2_batanes_2021-Q3.tif,viirs_batanes_2021-Q3.tif,472.3531325402299
80,1,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2020-Q1.tif,viirs_kalinga_2020-Q1.tif,204.27036730661172
99,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2020-Q3.tif,viirs_eastern_samar_2020-Q3.tif,258.90354259044693
76,3,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2020-Q3.tif,viirs_sarangani_2020-Q3.tif,165.02867054813453
29,1,2020,291244296180.30774,118.4352913210933,0,1,0,1,1,0,790.0,2,1,2,1,0,sentinel_2_lanao_del_norte_2020-Q1.tif,viirs_lanao_del_norte_2020-Q1.tif,234.362076038243
89,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,970.0,2,1,2,0,0,sentinel_2_davao_del_norte_2021-Q3.tif,viirs_davao_del_norte_2021-Q3.tif,138.1180558699172
109,3,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,570.0,2,1,3,0,0,sentinel_2_biliran_2021-Q3.tif,viirs_biliran_2021-Q3.tif,288.87219381632684
47,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,130.0,2,1,3,0,1,sentinel_2_oriental_mindoro_2021-Q2.tif,viirs_oriental_mindoro_2021-Q2.tif,204.1714403937076
65,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2021-Q3.tif,viirs_misamis_occidental_2021-Q3.tif,101.96361953187125
83,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_negros_oriental_2021-Q3.tif,viirs_negros_oriental_2021-Q3.tif,197.79433675267177
34,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,800.0,2,1,2,0,0,sentinel_2_agusan_del_norte_2021-Q4.tif,viirs_agusan_del_norte_2021-Q4.tif,151.76592617362974
32,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,400.0,2,1,3,0,1,sentinel_2_capiz_2019-Q3.tif,viirs_capiz_2019-Q3.tif,227.6168722547449
107,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,270.0,2,0,3,0,1,sentinel_2_romblon_2020-Q3.tif,viirs_romblon_2020-Q3.tif,235.70552169169835
13,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,570.0,2,1,4,0,0,sentinel_2_leyte_2020-Q2.tif,viirs_leyte_2020-Q2.tif,206.13172303698383
124,3,2020,291244296180.30774,119.1285399053605,1,0,0,0,1,0,820.0,2,0,2,0,0,sentinel_2_lanao_del_sur_2020-Q3.tif,viirs_lanao_del_sur_2020-Q3.tif,173.5646827638717
84,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2020-Q3.tif,viirs_siquijor_2020-Q3.tif,226.76340342208383
28,4,2021,332183318448.6994,127.389433729792,1,1,1,0,1,0,285.0,2,1,3,0,1,sentinel_2_isabela_2021-Q4.tif,viirs_isabela_2021-Q4.tif,173.5412150610312
79,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_bohol_2020-Q2.tif,viirs_bohol_2020-Q2.tif,200.0788273290371
89,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,970.0,2,1,2,0,0,sentinel_2_davao_del_norte_2021-Q4.tif,viirs_davao_del_norte_2021-Q4.tif,152.80343348882977
87,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2021-Q3.tif,viirs_iloilo_2021-Q3.tif,214.1066473310844
121,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,790.0,2,1,1,0,1,sentinel_2_misamis_oriental_2019-Q3.tif,viirs_misamis_oriental_2019-Q3.tif,246.0124234920835
25,4,2019,299682074191.28937,117.9406160358257,1,1,0,0,1,0,265.0,2,0,2,0,1,sentinel_2_quirino_2019-Q4.tif,viirs_quirino_2019-Q4.tif,236.7766508408681
76,2,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2021-Q2.tif,viirs_sarangani_2021-Q2.tif,180.26606413728635
122,1,2020,291244296180.30774,118.4352913210933,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2020-Q1.tif,viirs_sorsogon_2020-Q1.tif,222.90618517961897
122,3,2019,299682074191.28937,117.6899153350103,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2019-Q3.tif,viirs_sorsogon_2019-Q3.tif,235.63993981590417
51,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2021-Q1.tif,viirs_cagayan_2021-Q1.tif,218.5829499957884
62,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,115.0,2,1,3,0,1,sentinel_2_zambales_2020-Q4.tif,viirs_zambales_2020-Q4.tif,197.4358891177997
24,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,470.0,2,1,3,0,0,sentinel_2_northern_samar_2021-Q3.tif,viirs_northern_samar_2021-Q3.tif,254.0439365995869
20,4,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,1,30.0,2,1,2,0,1,sentinel_2_bulacan_2020-Q4.tif,viirs_bulacan_2020-Q4.tif,148.53865259764552
121,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,790.0,2,1,1,0,1,sentinel_2_misamis_oriental_2019-Q4.tif,viirs_misamis_oriental_2019-Q4.tif,189.9288301812204
86,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,400.0,2,0,3,0,2,sentinel_2_ilocos_norte_2019-Q2.tif,viirs_ilocos_norte_2019-Q2.tif,192.9100468728865
107,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,270.0,2,1,3,0,1,sentinel_2_romblon_2019-Q2.tif,viirs_romblon_2019-Q2.tif,170.3953662729241
103,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,950.0,2,1,2,0,0,sentinel_2_sultan_kudarat_2020-Q3.tif,viirs_sultan_kudarat_2020-Q3.tif,157.6458291313644
87,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2020-Q3.tif,viirs_iloilo_2020-Q3.tif,234.5681028322858
120,1,2021,332183318448.6994,120.6838014481023,1,1,0,0,1,0,115.0,2,1,2,0,2,sentinel_2_nueva_ecija_2021-Q1.tif,viirs_nueva_ecija_2021-Q1.tif,238.86366409780783
101,3,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,195.0,2,0,2,0,1,sentinel_2_nueva_vizcaya_2021-Q3.tif,viirs_nueva_vizcaya_2021-Q3.tif,255.6352695785643
108,1,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,170.0,2,1,3,1,1,sentinel_2_pangasinan_2019-Q1.tif,viirs_pangasinan_2019-Q1.tif,230.73575862997248
